"56";"1";"BK Valle Real 8867";"burger-king.png";"fondo-burger.jpg";;"Welcome | Bienvenido | Bienvenu | Willkommen | Benvenuti";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Centro Comercial VALLE REAL Local A15 C/ Alday, s/n";"39600";"Maliaño";"Cantabria";"1900-01-01"
"57";"1";"BK Playa Gijon 18140";"burger-king.png";"fondo-burger.jpg";;"Welcome | Bienvenido | Ongi etorri | Bienvenu | Willkommen | Benvenuti";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Av. Rufo García Rendueles 19";"33203 ";"Gijón";"Asturias";"1900-01-01"
"58";"1";"BK La Morea 14499";"burger-king.png";"fondo-burger.jpg";;"Welcome | Bienvenido | Ongi etorri | Bienvenu | Willkommen | Benvenuti";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Pol. Ind. Cordovilla, Local 47-B, C.C. La Morea";"31192";"Cordovilla";"Navarra";"1900-01-01"
"59";"1";"BK As Termas 20608";"burger-king.png";"fondo-burger.jpg";;"Welcome | Bienvenido | Ongi etorri | Bienvenu | Willkommen | Benvenuti";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Centro Comercial AS TERMAS - Avda Infanta Elena, 93";"27003 ";"Lugo";"Lugo";"1900-01-01"
"60";"13";"Semillas Antuñano";"pixel.png";"fondo-antu.jpg";;"¡Bienvenido a Semillas Antuñano!";;;;;"promo-antu.jpeg";"1";"Somera 8";"48005";"Bilbao";"Bizkaia";"1900-01-01"
"61";"14";"La Roca";"logo-roca.png";"fondo-roca.jpg";;"¡Bienvenido!</br>La Roca";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Ercilla Kalea 1";"48009 ";"Bilbao";"Bizkaia";"1900-01-01"
"62";"15";"Tamoin";"logo-tamoin.png";"fondo-tamoin.jpg";;"<font color=""white"" size=""5"">Bienvenido a WiFi Tamoin</font>";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Calle Teide,4";"28703";"San Sebastian de los Reyes";"Madrid";"2017-03-28"
"65";"16";"El almacén secreto";"logo-almacen.jpeg";"fondo-almacen.jpeg";;"<p> <i class=""fa fa-rebel fa-3x"" aria-hidden=""true""></i></p><p>Que la fuerza te acompañe</p><p>May the force be with you</p>";;;;;;"1";"Libertad 2";"48005";"Bilbao";"Bizkaia";"2017-02-22"
"69";"1";"BK Zubiarte 15150";"burger-king.png";"fondo-burger.jpg";;"Welcome | Bienvenido | Ongi etorri | Bienvenu | Willkommen | Benvenuti";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Centro Comercial ZUBIARTE Local A1.4 C/ Lehendakari Leizaola nº 2";"48001";"Bilbao";"Bizkaia";"2016-12-01"
"71";"18";"Caliche";"logo-caliche.png";;;"<font color=""black"">¡Bienvenido a Caliche!</font>";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";"caliche-promo.jpeg";"1";"El Mirador, Ctra. San Cayetano, Km. 2";"30730 ";"San Javier";"Murcia";"2017-03-30"
