Fecha,Duración media de la sesión,Búsquedas orgánicas,Rebotes,Salidas,Usuarios nuevos,Sesiones,Valor medio de pedido,Tasa de conversión de comercio electrónico,Número de unidades agregadas al carrito,Valor por sesión,Número de veces que el producto que ha retirado del carrito,Transacciones,Porcentaje compra/detalle,Porcentaje carrito/detalle,Ingresos,CTR de la lista de productos,Clics de la lista de productos,Sesiones con búsquedas,Sesiones con evento,Número de pagos de productos,Páginas/sesión,Cantidad,Compras Redsys,Compras Paypal
20171110,0:02:11,418,273,2015,1178,2036,"29,16 ","0,88 ",261,"0,26 ",73,18,"1,50 ","12,54 ","524,91 ","2,29 ",1451,9,1730,177,"3,07",31,"166,67 ","33,33 "
20171211,0:02:40,418,171,1317,722,1332,"37,95 ","3,23 ",173,"1,23 ",57,43,"4,88 ","12,56 ","1.632,00 ","2,34 ",927,8,1132,144,"3,23",70,"137,50 ","87,50 "
20160921,0:02:39,416,195,2439,1751,2447,"40,62 ","1,19 ",209,"0,48 ",54,29,"2,06 ","8,72 ","1.177,90 ","3,08 ",2151,5,2215,171,"3,89",53,"280,00 ","180,00 "
20170906,0:02:13,415,154,1362,814,1380,"38,35 ","1,09 ",140,"0,42 ",28,15,"1,49 ","10,46 ","575,25 ","2,29 ",922,6,1203,125,"3,31",21,"75,00 ","137,50 "
20180109,0:02:17,413,190,1642,905,1654,"30,64 ","2,42 ",266,"0,74 ",81,40,"3,83 ","14,07 ","1.225,74 ","2,64 ",1252,5,1445,210,"3,28",69,"433,33 ","166,67 "
20171012,0:02:12,410,215,1954,1132,1968,"30,11 ","1,22 ",230,"0,37 ",104,24,"1,54 ","11,06 ","722,70 ","2,68 ",1796,3,1735,156,"3,53",32,"533,33 ","300,00 "
20180318,0:02:11,408,108,1061,644,1063,"25,18 ","0,75 ",108,"0,19 ",47,8,"1,08 ","9,67 ","201,40 ","2,01 ",781,1,947,97,"3,42",12,"700,00 ","300,00 "
20180108,0:02:30,406,190,1726,913,1746,"30,19 ","2,06 ",307,"0,62 ",84,36,"2,97 ","15,56 ","1.086,75 ","2,74 ",1627,10,1536,392,"3,6",60,"130,77 ","153,85 "
20170511,0:02:48,405,167,1473,861,1484,"29,07 ","2,16 ",224,"0,63 ",55,32,"3,24 ","14,64 ","930,23 ","3,28 ",1563,8,1291,130,"3,85",49,"0,00 ","0,00 "
20171027,0:02:15,401,216,1520,775,1536,"35,72 ","0,91 ",132,"0,33 ",56,14,"1,50 ","8,50 ","500,06 ","2,19 ",1091,11,1294,118,"3,36",25,"83,33 ","83,33 "
20171031,0:02:23,400,218,1778,1024,1797,"42,93 ","5,29 ",218,"2,27 ",74,95,"8,92 ","10,43 ","4.078,54 ","2,66 ",1648,5,1547,166,"3,74",192,"360,00 ","180,00 "
20170531,0:02:53,399,249,2246,1231,2269,"28,76 ","2,69 ",334,"0,77 ",140,61,"3,88 ","13,86 ","1.754,51 ","3,13 ",2292,12,1991,249,"3,85",94,"0,00 ","0,00 "
20170615,0:02:09,398,192,2579,1792,2603,"23,39 ","1,50 ",276,"0,35 ",101,39,"2,32 ","10,28 ","912,27 ","6,12 ",3264,16,2379,208,"3,42",63,"0,00 ","0,00 "
20171201,0:01:47,397,193,1301,675,1314,"31,29 ","1,75 ",121,"0,55 ",54,23,"2,63 ","9,24 ","719,78 ","2,18 ",674,7,1088,99,"2,76",35,"128,57 ","57,14 "
20170903,0:02:31,396,132,1443,790,1451,"37,67 ","1,86 ",196,"0,70 ",60,27,"2,81 ","11,67 ","1.017,19 ","2,24 ",1215,8,1304,172,"3,53",47,"175,00 ","150,00 "
20161026,0:02:50,395,243,3149,2284,3172,"36,38 ","1,48 ",518,"0,54 ",148,47,"3,07 ","14,56 ","1.709,79 ","3,18 ",3047,9,2890,300,"3,96",105,"190,00 ","60,00 "
20170406,0:02:18,395,257,2361,1651,2377,"30,84 ","1,14 ",271,"0,35 ",83,27,"1,85 ","12,43 ","832,80 ","3,28 ",2299,1,2096,194,"3,58",44,"2.200,00 ","600,00 "
20170831,0:02:40,395,147,1196,690,1210,"33,01 ","1,57 ",196,"0,52 ",59,19,"1,78 ","14,11 ","627,26 ","2,35 ",874,8,1032,209,"3,6",24,"144,44 ","77,78 "
20170421,0:02:08,394,145,1687,1147,1699,"34,66 ","1,00 ",149,"0,35 ",43,17,"2,64 ","10,54 ","589,20 ","2,56 ",1339,6,1530,117,"3,2",36,"171,43 ","85,71 "
20170930,0:02:14,394,171,1457,797,1471,"34,50 ","1,70 ",134,"0,59 ",51,25,"2,37 ","8,48 ","862,46 ","2,52 ",1263,8,1282,116,"3,58",36,"237,50 ","125,00 "
20171218,0:03:01,394,146,1071,607,1083,"33,86 ","1,94 ",116,"0,66 ",31,21,"2,78 ","9,79 ","710,98 ","2,33 ",803,6,909,127,"3,51",33,"187,50 ","50,00 "
20161024,0:02:34,393,233,3269,2082,3292,"32,46 ","1,09 ",585,"0,35 ",209,36,"1,93 ","14,88 ","1.168,63 ","3,30 ",2988,17,3024,320,"3,71",71,"164,71 ","64,71 "
20161125,0:02:45,393,195,2170,1312,2188,"34,50 ","2,29 ",382,"0,79 ",107,50,"3,90 ","13,79 ","1.724,75 ","3,04 ",1789,15,1941,385,"4,21",102,"237,50 ","75,00 "
20170504,0:02:28,393,227,2013,1179,2029,"32,73 ","1,03 ",204,"0,34 ",72,21,"2,01 ","10,53 ","687,31 ","3,08 ",2082,7,1787,208,"3,49",40,"145,45 ","45,45 "
20180313,0:02:39,388,180,1172,670,1181,"32,90 ","1,02 ",168,"0,33 ",72,12,"1,35 ","12,11 ","394,83 ","2,44 ",965,4,970,174,"3,66",18,"150,00 ","100,00 "
20171207,0:01:44,386,207,1220,627,1231,"31,31 ","0,65 ",159,"0,20 ",33,8,"0,95 ","6,86 ","250,46 ","2,15 ",559,3,996,63,"2,6",11,"200,00 ","100,00 "
20170327,0:02:07,385,195,1724,1011,1740,"42,90 ","1,15 ",177,"0,49 ",53,20,"2,21 ","9,79 ","858,05 ","2,77 ",1320,2,1523,148,"3,21",39,"225,00 ","75,00 "
20171116,0:01:57,383,319,1780,966,1798,"40,42 ","1,89 ",265,"0,76 ",82,34,"3,29 ","9,63 ","1.374,25 ","2,38 ",1086,9,1446,144,"2,96",59,"211,11 ","88,89 "
20171202,0:01:55,383,225,1146,514,1152,"30,54 ","1,65 ",111,"0,50 ",54,19,"2,28 ","10,12 ","580,20 ","2,38 ",644,2,903,122,"2,79",26,"600,00 ","133,33 "
20180305,0:02:41,382,102,1099,654,1111,"39,81 ","2,25 ",113,"0,90 ",48,25,"4,08 ","9,61 ","995,28 ","2,17 ",886,8,999,97,"3,65",50,"112,50 ","50,00 "
20170330,0:02:34,381,135,1540,989,1550,"36,14 ","1,16 ",190,"0,42 ",70,18,"2,12 ","12,99 ","650,45 ","3,02 ",1421,3,1398,143,"3,67",31,"300,00 ","266,67 "
20160919,0:02:44,379,145,1575,967,1585,"37,09 ","1,77 ",191,"0,66 ",50,28,"2,38 ","11,07 ","1.038,42 ","2,93 ",1319,7,1412,151,"3,76",44,"212,50 ","125,00 "
20171205,0:01:53,379,209,1250,642,1262,"40,83 ","1,43 ",104,"0,58 ",36,18,"2,57 ","7,87 ","735,00 ","2,12 ",578,8,1019,98,"2,82",30,"120,00 ","10,00 "
20161012,0:02:39,378,167,1950,1215,1956,"52,51 ","1,48 ",250,"0,78 ",80,29,"3,11 ","10,93 ","1.522,93 ","3,03 ",1720,9,1770,258,"4,01",71,"150,00 ","116,67 "
20161124,0:02:49,376,215,2459,1403,2480,"33,05 ","1,77 ",359,"0,59 ",92,44,"2,71 ","11,30 ","1.454,23 ","2,99 ",2104,13,2218,214,"4,29",77,"215,38 ","115,38 "
20180312,0:02:12,376,125,1300,740,1308,"36,62 ","1,07 ",176,"0,39 ",66,14,"1,76 ","11,83 ","512,70 ","2,27 ",1082,8,1173,96,"3,4",24,"111,11 ","44,44 "
20170907,0:02:25,375,138,1279,721,1290,"39,65 ","2,87 ",151,"1,14 ",51,37,"4,92 ","11,45 ","1.467,04 ","2,42 ",1005,5,1133,208,"3,63",66,"300,00 ","60,00 "
20170412,0:02:18,374,124,1202,771,1217,"36,14 ","2,22 ",112,"0,80 ",48,27,"4,36 ","9,76 ","975,87 ","2,73 ",1015,1,1075,95,"3,41",50,"1.100,00 ","300,00 "
20171111,0:01:57,373,250,1199,610,1213,"28,21 ","1,15 ",99,"0,33 ",45,14,"1,62 ","8,48 ","394,97 ","2,20 ",710,7,935,71,"2,82",19,"85,71 ","128,57 "
20171217,0:01:57,372,196,1295,684,1303,"32,30 ","2,00 ",158,"0,64 ",59,26,"2,68 ","12,66 ","839,76 ","2,39 ",856,3,1091,130,"2,98",33,"440,00 ","100,00 "
20180219,0:02:26,372,187,1276,671,1290,"36,16 ","1,47 ",152,"0,53 ",49,19,"2,40 ","10,71 ","687,01 ","2,12 ",934,5,1091,144,"3,32",33,"116,67 ","150,00 "
20170402,0:02:20,371,188,1451,723,1463,"33,57 ","1,16 ",137,"0,39 ",49,17,"1,71 ","8,18 ","570,66 ","2,46 ",1103,5,1254,117,"3,31",30,"214,29 ","100,00 "
20170703,0:02:59,371,292,3040,1828,3084,"29,32 ","1,91 ",450,"0,56 ",199,59,"3,65 ","16,19 ","1.730,12 ","6,26 ",5050,13,2756,423,"3,35",105,"0,00 ","0,00 "
20161017,0:02:54,370,168,1484,807,1498,"36,63 ","2,67 ",179,"0,98 ",62,40,"3,37 ","9,99 ","1.465,11 ","2,86 ",1074,9,1301,189,"3,62",61,"163,64 ","72,73 "
20170328,0:02:14,370,136,1619,1041,1632,"31,70 ","0,80 ",123,"0,25 ",50,13,"1,12 ","7,07 ","412,05 ","2,89 ",1339,3,1476,79,"3,5",19,"233,33 ","100,00 "
20170704,0:03:14,369,272,2197,1234,2231,"25,78 ","2,11 ",357,"0,54 ",141,47,"3,63 ","16,33 ","1.211,67 ","5,70 ",3326,8,1923,356,"3,51",78,"0,00 ","0,00 "
20160914,0:02:46,368,128,1242,822,1257,"37,40 ","1,43 ",108,"0,54 ",35,18,"2,14 ","8,17 ","673,18 ","2,48 ",899,3,1111,68,"3,73",28,"275,00 ","150,00 "
20160915,0:03:05,368,125,1138,732,1152,"39,65 ","3,39 ",105,"1,34 ",19,39,"5,16 ","8,12 ","1.546,18 ","2,48 ",896,5,1010,77,"4,03",69,"250,00 ","116,67 "
20170320,0:02:10,367,125,1455,839,1467,"32,97 ","0,89 ",143,"0,29 ",43,13,"1,34 ","9,72 ","428,66 ","3,12 ",1301,8,1321,126,"3,56",19,"88,89 ","66,67 "
20170423,0:02:24,367,157,1305,672,1313,"23,60 ","1,37 ",219,"0,32 ",74,18,"1,46 ","11,91 ","424,74 ","2,78 ",1232,5,1136,161,"3,54",23,"216,67 ","116,67 "
20171119,0:01:56,367,349,1978,983,1993,"34,52 ","1,51 ",312,"0,52 ",123,30,"2,11 ","14,46 ","1.035,71 ","2,39 ",1315,11,1609,288,"3,1",47,"158,33 ","116,67 "
20160913,0:02:27,365,159,1455,967,1467,"35,00 ","3,14 ",108,"1,10 ",27,46,"4,96 ","7,38 ","1.609,79 ","2,55 ",1015,5,1281,78,"3,75",75,"116,67 ","150,00 "
20180204,0:02:27,365,194,1566,763,1575,"39,96 ","1,33 ",338,"0,53 ",178,21,"2,29 ","18,47 ","839,12 ","2,33 ",1350,3,1367,310,"3,66",40,"400,00 ","233,33 "
20180306,0:02:24,365,87,967,612,980,"26,74 ","1,22 ",100,"0,33 ",40,12,"1,52 ","9,48 ","320,87 ","2,11 ",667,6,873,101,"3,47",16,"71,43 ","42,86 "
20180314,0:02:14,365,101,1061,653,1068,"35,94 ","0,75 ",134,"0,27 ",54,8,"1,45 ","10,47 ","287,52 ","2,45 ",847,1,958,95,"3,64",17,"600,00 ","200,00 "
20180205,0:02:23,364,255,1664,872,1680,"40,18 ","1,43 ",280,"0,57 ",90,24,"2,18 ","15,40 ","964,26 ","2,28 ",1277,10,1399,223,"3,55",38,"80,00 ","80,00 "
20171212,0:02:25,363,194,1212,634,1217,"30,13 ","2,55 ",154,"0,77 ",61,31,"3,17 ","12,03 ","933,91 ","2,64 ",802,13,992,117,"3,22",40,"192,31 ","38,46 "
20180304,0:02:14,363,110,1170,681,1177,"39,90 ","0,51 ",125,"0,20 ",59,6,"0,72 ","9,76 ","239,43 ","2,26 ",973,6,1057,74,"3,34",9,"50,00 ","50,00 "
20170505,0:02:20,362,171,1447,897,1471,"27,86 ","0,95 ",127,"0,27 ",41,14,"1,25 ","8,77 ","390,10 ","2,86 ",1242,5,1285,71,"3,29",18,"100,00 ","100,00 "
20160920,0:02:39,361,197,1980,1356,1995,"44,93 ","1,15 ",184,"0,52 ",52,23,"2,17 ","9,40 ","1.033,40 ","2,83 ",1648,6,1769,165,"3,81",42,"111,11 ","155,56 "
20170321,0:02:17,361,145,1171,685,1181,"34,36 ","1,69 ",130,"0,58 ",40,20,"2,69 ","11,12 ","687,11 ","2,58 ",791,4,1010,162,"3,4",30,"260,00 ","80,00 "
20170901,0:02:11,361,137,1177,683,1182,"49,28 ","1,69 ",177,"0,83 ",55,20,"2,67 ","13,27 ","985,54 ","2,38 ",837,6,1028,227,"3,34",41,"233,33 ","116,67 "
20180107,0:02:17,361,194,1415,661,1426,"34,69 ","1,19 ",259,"0,41 ",97,17,"2,34 ","16,16 ","589,76 ","2,54 ",1208,7,1208,230,"3,38",37,"125,00 ","87,50 "
20180226,0:02:23,361,187,1449,813,1462,"42,58 ","1,30 ",264,"0,55 ",95,19,"2,28 ","16,19 ","809,10 ","2,39 ",1182,3,1255,205,"3,75",34,"150,00 ","150,00 "
20170619,0:02:54,360,219,1862,1052,1880,"26,60 ","1,70 ",248,"0,45 ",106,32,"3,63 ","16,35 ","851,17 ","5,46 ",2428,12,1623,200,"3,33",55,"0,00 ","0,00 "
20180110,0:02:25,358,179,1417,780,1424,"34,75 ","2,32 ",230,"0,81 ",70,33,"3,97 ","14,34 ","1.146,89 ","2,69 ",1035,7,1219,186,"3,31",63,"242,86 ","57,14 "
20170314,0:02:15,355,144,1316,810,1319,"34,04 ","0,68 ",91,"0,23 ",27,9,"0,94 ","6,75 ","306,40 ","3,03 ",988,3,1142,70,"3,55",12,"150,00 ","25,00 "
20171028,0:02:46,354,186,967,456,976,"42,27 ","1,23 ",143,"0,52 ",48,12,"2,44 ","12,38 ","507,21 ","2,23 ",746,6,774,164,"3,63",27,"75,00 ","87,50 "
20170908,0:02:36,353,112,1031,607,1040,"39,84 ","2,21 ",198,"0,88 ",46,23,"3,46 ","14,61 ","916,40 ","2,56 ",845,5,911,172,"3,6",43,"280,00 ","140,00 "
20161014,0:02:43,351,150,2043,1455,2059,"39,19 ","1,41 ",158,"0,55 ",54,29,"2,27 ","7,10 ","1.136,56 ","3,04 ",1829,15,1875,140,"4,02",51,"43,48 ","39,13 "
20170407,0:02:20,351,148,1323,903,1336,"38,67 ","3,07 ",151,"1,19 ",59,41,"6,51 ","11,67 ","1.585,41 ","3,23 ",1192,3,1179,105,"3,4",80,"433,33 ","100,00 "
20170409,0:02:05,349,179,1258,629,1264,"34,90 ","0,63 ",143,"0,22 ",67,8,"1,06 ","11,28 ","279,17 ","2,93 ",1121,2,1069,74,"3,28",13,"250,00 ","150,00 "
20180317,0:02:04,349,129,1058,577,1068,"41,54 ","1,12 ",130,"0,47 ",58,12,"1,90 ","10,84 ","498,50 ","2,36 ",906,6,930,83,"3,5",23,"100,00 ","114,29 "
20170514,0:02:16,348,126,1103,583,1111,"32,74 ","1,44 ",177,"0,47 ",79,16,"2,47 ","14,48 ","523,86 ","2,82 ",921,7,969,121,"3,42",31,"0,00 ","0,00 "
20180228,0:02:22,347,168,1371,842,1375,"32,23 ","0,87 ",241,"0,28 ",105,12,"1,33 ","15,94 ","386,79 ","2,24 ",1061,8,1195,169,"3,89",19,"112,50 ","62,50 "
20160922,0:02:27,345,196,2195,1561,2205,"43,18 ","1,41 ",161,"0,61 ",41,31,"3,10 ","8,11 ","1.338,52 ","2,93 ",1649,8,1974,200,"3,55",60,"237,50 ","112,50 "
20170519,0:02:16,345,193,1984,1400,2005,"34,11 ","1,10 ",166,"0,37 ",60,22,"2,01 ","9,97 ","750,41 ","3,09 ",1781,6,1785,118,"3,42",35,"0,00 ","0,00 "
20170526,0:02:33,345,109,939,524,953,"33,45 ","1,36 ",86,"0,46 ",32,13,"2,80 ","10,72 ","434,85 ","2,78 ",650,7,817,97,"3,32",23,"0,00 ","0,00 "
20171213,0:01:54,345,159,1069,574,1079,"43,79 ","1,02 ",101,"0,45 ",42,11,"2,51 ","9,53 ","481,68 ","2,51 ",647,3,892,93,"2,84",28,"233,33 ","166,67 "
20180201,0:02:25,345,188,1590,761,1613,"36,63 ","1,18 ",411,"0,43 ",154,19,"1,72 ","21,37 ","695,99 ","2,18 ",1366,7,1404,328,"3,59",36,"137,50 ","37,50 "
20180115,0:02:18,344,152,1149,593,1159,"27,98 ","3,97 ",170,"1,11 ",48,46,"5,62 ","13,47 ","1.287,09 ","2,32 ",780,7,983,167,"3,3",71,"185,71 ","128,57 "
20180114,0:02:08,342,189,1523,730,1533,"26,37 ","0,91 ",172,"0,24 ",82,14,"1,12 ","10,19 ","369,14 ","2,28 ",1097,5,1329,117,"3,08",19,"112,50 ","87,50 "
20180206,0:02:02,342,195,1313,748,1322,"26,53 ","0,98 ",211,"0,26 ",99,13,"1,93 ","16,17 ","344,84 ","1,98 ",786,7,1105,112,"3,2",26,"87,50 ","87,50 "
20180221,0:01:50,341,190,1117,635,1126,"29,14 ","0,62 ",89,"0,18 ",24,7,"1,10 ","8,50 ","204,01 ","2,07 ",565,6,918,73,"2,85",11,"100,00 ","33,33 "
20180118,0:02:14,340,137,1020,577,1028,"32,45 ","2,24 ",152,"0,73 ",66,23,"3,19 ","11,98 ","746,33 ","2,22 ",722,6,874,88,"3,26",38,"200,00 ","57,14 "
20180220,0:02:05,340,163,1263,683,1276,"23,17 ","0,63 ",76,"0,15 ",28,8,"1,24 ","5,56 ","185,38 ","2,67 ",1041,6,1094,92,"3,32",17,"37,50 ","25,00 "
20170507,0:02:40,339,124,1130,598,1134,"42,71 ","1,41 ",121,"0,60 ",61,16,"2,57 ","9,28 ","683,35 ","2,51 ",937,5,987,152,"3,38",33,"220,00 ","100,00 "
20180310,0:01:58,338,65,627,400,633,"29,04 ","1,26 ",46,"0,37 ",24,8,"2,84 ","7,53 ","232,29 ","2,01 ",428,2,563,55,"3,11",22,"250,00 ","150,00 "
20180122,0:02:38,337,134,1086,588,1097,"34,00 ","2,37 ",182,"0,81 ",46,26,"3,83 ","14,81 ","883,92 ","2,60 ",850,9,936,251,"3,41",48,"100,00 ","66,67 "
20160927,0:02:19,336,153,1602,1037,1615,"37,07 ","1,18 ",149,"0,44 ",43,19,"1,47 ","6,55 ","704,38 ","2,50 ",1110,5,1431,116,"3,53",34,"220,00 ","120,00 "
20170323,0:02:17,336,143,1856,1305,1872,"37,29 ","0,64 ",175,"0,24 ",50,12,"1,23 ","9,89 ","447,45 ","3,06 ",1829,10,1701,176,"3,95",22,"100,00 ","30,00 "
20170620,0:02:44,336,196,1849,1022,1877,"30,28 ","1,17 ",196,"0,35 ",80,22,"2,60 ","12,58 ","666,06 ","5,52 ",2718,8,1662,150,"3,5",39,"0,00 ","0,00 "
20180116,0:02:21,335,133,996,554,1006,"26,82 ","2,49 ",114,"0,67 ",43,25,"3,33 ","10,84 ","670,60 ","2,32 ",670,4,850,104,"3,1",36,"170,00 ","70,00 "
20180315,0:02:19,335,162,1023,676,1034,"31,19 ","2,51 ",138,"0,78 ",53,26,"5,17 ","12,09 ","810,97 ","2,35 ",761,2,853,105,"3,57",61,"400,00 ","250,00 "
20180117,0:02:07,334,181,1194,621,1208,"25,63 ","1,57 ",179,"0,40 ",49,19,"2,32 ","12,74 ","486,96 ","2,36 ",781,7,1001,105,"2,96",33,"125,00 ","37,50 "
20171219,0:02:12,333,190,1119,581,1130,"30,96 ","4,16 ",138,"1,29 ",48,47,"6,34 ","12,78 ","1.455,17 ","2,25 ",673,9,910,158,"3,15",67,"108,33 ","75,00 "
20170428,0:02:18,332,105,920,507,927,"41,61 ","1,51 ",109,"0,63 ",46,14,"2,73 ","11,73 ","582,57 ","2,67 ",721,7,804,152,"3,25",26,"128,57 ","85,71 "
20171206,0:01:44,332,182,1116,602,1125,"23,95 ","0,98 ",74,"0,23 ",31,11,"1,10 ","6,58 ","263,41 ","2,33 ",592,2,919,59,"2,66",12,"350,00 ","200,00 "
20161003,0:02:29,331,162,1507,854,1515,"36,32 ","1,12 ",134,"0,41 ",55,17,"1,25 ","6,26 ","617,41 ","2,42 ",1003,3,1327,137,"3,61",28,"366,67 ","200,00 "
20161016,0:02:42,331,198,2191,1346,2209,"36,49 ","1,27 ",205,"0,46 ",61,28,"1,97 ","7,83 ","1.021,83 ","3,08 ",1817,9,1983,129,"3,82",50,"190,91 ","72,73 "
20160918,0:02:51,329,125,1251,673,1262,"56,76 ","1,19 ",146,"0,67 ",52,15,"2,13 ","9,17 ","851,35 ","2,50 ",973,3,1115,117,"3,72",33,"225,00 ","175,00 "
20170706,0:03:04,329,249,1897,1005,1912,"23,21 ","2,82 ",400,"0,66 ",167,54,"4,02 ","18,86 ","1.253,47 ","6,49 ",2974,4,1628,275,"3,53",83,"0,00 ","0,00 "
20180308,0:02:07,329,104,831,539,833,"47,60 ","0,36 ",47,"0,17 ",13,3,"0,53 ","6,21 ","142,80 ","1,91 ",451,3,719,23,3,4,"66,67 ","66,67 "
20161011,0:02:16,328,142,1207,724,1219,"39,88 ","2,30 ",120,"0,92 ",33,28,"3,85 ","9,06 ","1.116,59 ","3,00 ",848,9,1056,137,"3,62",51,"136,36 ","45,45 "
20171214,0:01:50,328,190,1071,526,1079,"26,62 ","1,20 ",115,"0,32 ",36,13,"1,60 ","10,58 ","346,00 ","2,11 ",518,9,867,82,"2,75",20,"83,33 ","25,00 "
20170528,0:02:00,327,328,1697,948,1704,"29,34 ","1,41 ",206,"0,41 ",106,24,"2,32 ","13,25 ","704,20 ","2,70 ",1184,7,1312,188,"3,15",36,"0,00 ","0,00 "
20180227,0:02:16,327,178,1346,778,1353,"40,57 ","0,74 ",194,"0,30 ",71,10,"1,17 ","13,58 ","405,71 ","2,30 ",1078,5,1152,197,"3,88",17,"100,00 ","28,57 "
20170621,0:02:38,326,185,1760,1057,1770,"28,77 ","1,41 ",161,"0,41 ",73,25,"2,62 ","10,28 ","719,26 ","4,91 ",2331,15,1564,113,"3,56",41,"0,00 ","0,00 "
20160829,0:02:42,324,166,1348,880,1358,"37,62 ","1,47 ",155,"0,55 ",37,20,"1,76 ","10,48 ","752,33 ","3,36 ",1027,13,1139,102,"4,02",30,"80,00 ","33,33 "
20170322,0:02:12,324,179,1617,993,1628,"37,37 ","0,74 ",200,"0,28 ",61,12,"1,23 ","11,34 ","448,44 ","3,10 ",1543,5,1429,185,"3,71",20,"70,00 ","50,00 "
20170512,0:02:41,324,100,814,476,817,"32,93 ","1,35 ",73,"0,44 ",21,11,"2,14 ","9,24 ","362,20 ","2,70 ",651,2,703,57,"3,43",16,"0,00 ","0,00 "
20161025,0:02:39,323,291,4157,3049,4194,"36,70 ","1,05 ",756,"0,39 ",225,44,"2,34 ","16,64 ","1.614,85 ","3,09 ",3695,8,3857,376,"3,73",100,"355,56 ","133,33 "
20170408,0:02:28,323,96,744,458,751,"39,56 ","1,60 ",77,"0,63 ",39,12,"2,58 ","9,69 ","474,70 ","2,49 ",563,3,647,68,"3,24",20,"333,33 ","100,00 "
20161108,0:02:26,322,154,1876,1146,1886,"33,08 ","1,11 ",163,"0,37 ",65,21,"1,32 ","6,74 ","694,66 ","3,94 ",1765,11,1706,139,"3,89",30,"93,33 ","46,67 "
20170602,0:02:54,322,130,918,499,927,"33,41 ","3,56 ",175,"1,19 ",56,33,"6,40 ","18,87 ","1.102,41 ","2,92 ",787,5,781,170,"3,82",59,"0,00 ","0,00 "
20161018,0:02:33,321,127,1365,768,1375,"48,22 ","2,62 ",167,"1,26 ",45,36,"3,99 ","9,24 ","1.736,02 ","2,70 ",970,11,1219,171,"3,83",72,"181,82 ","90,91 "
20180311,0:02:05,321,131,1238,651,1242,"28,04 ","0,81 ",128,"0,23 ",72,10,"0,88 ","9,76 ","280,35 ","2,32 ",1001,5,1101,74,"3,35",13,"180,00 ","60,00 "
20160926,0:02:37,320,145,1351,750,1369,"38,54 ","2,12 ",194,"0,82 ",58,29,"2,44 ","10,78 ","1.117,76 ","2,43 ",958,8,1194,144,"3,66",47,"71,43 ","50,00 "
20160928,0:02:38,320,146,1364,829,1373,"36,36 ","2,40 ",136,"0,87 ",39,33,"3,00 ","7,88 ","1.199,87 ","2,66 ",1054,3,1201,96,"3,75",51,"375,00 ","150,00 "
20161010,0:02:59,320,149,1234,678,1243,"36,40 ","2,25 ",159,"0,82 ",47,28,"2,88 ","9,69 ","1.019,25 ","3,02 ",1045,8,1075,163,"3,96",46,"164,29 ","21,43 "
20170705,0:02:51,320,248,1824,1004,1841,"24,03 ","3,15 ",312,"0,76 ",142,58,"5,32 ","17,26 ","1.393,61 ","5,73 ",2560,9,1558,271,"3,41",91,"0,00 ","0,00 "
20170902,0:02:12,320,108,795,456,800,"41,50 ","1,62 ",105,"0,67 ",44,13,"2,82 ","12,52 ","539,49 ","2,18 ",614,9,681,105,"3,58",23,"90,91 ","36,36 "
20171117,0:01:59,320,296,1324,683,1334,"25,99 ","1,65 ",143,"0,43 ",55,22,"1,88 ","11,07 ","571,76 ","2,41 ",747,5,1003,139,"2,99",25,"233,33 ","116,67 "
20161023,0:02:18,319,160,1500,802,1510,"29,43 ","1,06 ",279,"0,31 ",73,16,"1,38 ","11,90 ","470,90 ","3,34 ",1068,11,1334,146,"3,42",28,"66,67 ","83,33 "
20170609,0:02:45,319,164,1035,622,1049,"27,65 ","2,67 ",150,"0,74 ",56,28,"4,00 ","13,75 ","774,11 ","3,43 ",1068,4,860,142,"3,99",43,"0,00 ","0,00 "
20180130,0:02:07,319,183,1402,786,1414,"24,18 ","1,84 ",182,"0,44 ",51,26,"2,40 ","11,56 ","628,65 ","2,09 ",946,9,1213,122,"3,06",36,"140,00 ","40,00 "
20170416,0:02:10,317,405,1562,797,1568,"30,77 ","0,83 ",193,"0,26 ",50,13,"1,34 ","13,07 ","400,05 ","2,79 ",1060,1,1083,126,"3,16",19,"1.000,00 ","300,00 "
20180222,0:02:44,317,228,1734,869,1759,"37,33 ","0,97 ",276,"0,36 ",113,17,"1,58 ","14,52 ","634,69 ","2,95 ",1813,11,1503,194,"3,92",29,"66,67 ","41,67 "
20161015,0:02:36,316,148,1871,1293,1881,"36,01 ","0,74 ",156,"0,27 ",57,14,"1,05 ","7,58 ","504,12 ","3,16 ",1563,9,1704,83,"3,77",22,"83,33 ","50,00 "
20170313,0:02:07,315,187,1244,737,1251,"42,20 ","1,52 ",108,"0,64 ",23,19,"3,60 ","9,48 ","801,75 ","2,82 ",834,5,980,126,"3,39",47,"240,00 ","60,00 "
20170329,0:02:20,315,137,1306,746,1316,"32,43 ","1,67 ",172,"0,54 ",60,22,"2,11 ","12,82 ","713,55 ","3,01 ",1109,4,1159,98,"3,41",29,"225,00 ","200,00 "
20170324,0:02:05,314,132,1202,827,1208,"37,97 ","2,48 ",138,"0,94 ",46,30,"4,92 ","11,50 ","1.139,09 ","2,83 ",919,5,1060,61,"3,36",59,"150,00 ","66,67 "
20170824,0:02:11,314,94,858,515,865,"31,39 ","1,62 ",138,"0,51 ",33,14,"2,14 ","12,82 ","439,52 ","2,41 ",618,2,759,115,"3,46",21,"600,00 ","150,00 "
