Fecha,Duración media de la sesión,Búsquedas orgánicas,Rebotes,Salidas,Usuarios nuevos,Sesiones,Valor medio de pedido,Tasa de conversión de comercio electrónico,Número de unidades agregadas al carrito,Valor por sesión,Número de veces que el producto que ha retirado del carrito,Transacciones,Porcentaje compra/detalle,Porcentaje carrito/detalle,Ingresos,CTR de la lista de productos,Clics de la lista de productos,Sesiones con búsquedas,Sesiones con evento,Número de pagos de productos,Páginas/sesión,Cantidad,Compras Redsys,Compras Paypal
20161127,0:02:55,313,113,1187,690,1190,"27,88 ","2,35 ",201,"0,66 ",61,28,"2,31 ","12,85 ","780,66 ","3,43 ",1027,6,1057,189,"4,14",36,"285,71 ","157,14 "
20170521,0:02:38,313,133,1395,719,1400,"28,49 ","1,50 ",220,"0,43 ",90,21,"1,95 ","12,44 ","598,37 ","2,82 ",1180,6,1245,126,"3,54",31,"0,00 ","0,00 "
20161107,0:02:25,312,201,1529,863,1543,"36,79 ","2,66 ",155,"0,98 ",35,41,"4,18 ","8,35 ","1.508,35 ","3,10 ",1123,7,1306,125,"3,62",77,"271,43 ","71,43 "
20170513,0:02:37,312,77,755,464,756,"27,14 ","1,06 ",78,"0,29 ",27,8,"1,96 ","10,52 ","217,15 ","2,50 ",578,3,672,55,"3,34",17,"0,00 ","0,00 "
20180113,0:01:48,311,113,793,402,796,"38,35 ","1,26 ",99,"0,48 ",27,10,"2,86 ","11,70 ","383,51 ","2,10 ",433,8,674,148,"2,93",27,"81,82 ","36,36 "
20180121,0:02:26,311,161,1250,578,1257,"36,08 ","1,43 ",235,"0,52 ",76,18,"2,61 ","14,62 ","649,51 ","2,34 ",1058,6,1089,131,"3,23",40,"137,50 ","100,00 "
20170430,0:02:00,310,148,1204,573,1215,"28,25 ","1,07 ",93,"0,30 ",54,13,"1,31 ","7,38 ","367,20 ","2,94 ",952,9,1056,100,"3,03",16,"88,89 ","66,67 "
20170527,0:02:30,310,94,794,475,801,"32,09 ","1,50 ",92,"0,48 ",34,12,"2,71 ","12,82 ","385,05 ","2,52 ",616,9,697,76,"3,81",19,"0,00 ","0,00 "
20180129,0:02:01,310,171,1246,667,1258,"32,47 ","1,91 ",144,"0,62 ",46,24,"2,78 ","10,68 ","779,34 ","2,37 ",962,7,1063,126,"3,09",38,"118,18 ","63,64 "
20171208,0:01:50,309,177,1002,549,1013,"36,30 ","1,09 ",78,"0,39 ",28,11,"1,41 ","7,31 ","399,25 ","2,24 ",550,5,823,69,"2,7",15,"160,00 ","60,00 "
20180316,0:01:42,309,94,763,502,766,"32,60 ","1,44 ",62,"0,47 ",16,11,"2,18 ","7,31 ","358,64 ","1,82 ",445,2,661,42,"2,98",14,"400,00 ","150,00 "
20180207,0:02:16,308,121,753,505,759,"24,47 ","0,66 ",82,"0,16 ",46,5,"0,86 ","11,19 ","122,34 ","1,95 ",385,6,626,69,"3,04",6,"25,00 ","25,00 "
20180111,0:02:08,307,153,1079,585,1093,"25,68 ","2,56 ",175,"0,66 ",50,28,"3,04 ","14,51 ","719,17 ","2,33 ",691,3,920,174,"3,08",36,"466,67 ","333,33 "
20170506,0:02:07,306,107,770,432,778,"41,10 ","1,16 ",81,"0,48 ",35,9,"2,30 ","10,34 ","369,87 ","2,70 ",565,2,662,81,"3,26",18,"450,00 ","150,00 "
20160830,0:02:50,305,113,1227,839,1235,"40,52 ","1,94 ",158,"0,79 ",44,24,"2,73 ","11,05 ","972,42 ","2,98 ",980,9,1098,161,"4,08",37,"166,67 ","41,67 "
20180112,0:01:53,305,139,907,475,919,"48,98 ","1,74 ",128,"0,85 ",41,16,"3,53 ","12,25 ","783,73 ","2,49 ",611,4,767,105,"3,05",36,"325,00 ","75,00 "
20170422,0:02:09,304,94,759,442,761,"30,83 ","1,18 ",77,"0,36 ",36,9,"1,53 ","10,26 ","277,45 ","2,50 ",502,5,659,39,"3,07",11,"116,67 ","66,67 "
20161123,0:02:57,302,188,2305,1275,2314,"26,49 ","1,60 ",345,"0,42 ",118,37,"1,75 ","12,04 ","980,07 ","3,39 ",2216,17,2084,244,"4,44",49,"140,00 ","50,00 "
20170315,0:02:12,302,101,1267,794,1277,"26,50 ","1,25 ",95,"0,33 ",34,16,"1,75 ","6,98 ","424,06 ","3,21 ",1049,3,1157,62,"3,65",22,"225,00 ","50,00 "
20160912,0:02:40,301,143,1270,799,1279,"30,40 ","1,64 ",114,"0,50 ",23,21,"2,01 ","8,37 ","638,36 ","2,46 ",885,5,1102,92,"3,87",26,"240,00 ","140,00 "
20170401,0:02:01,301,123,839,450,849,"32,33 ","1,30 ",115,"0,42 ",44,11,"2,25 ","13,51 ","355,68 ","2,60 ",557,2,705,135,"3,03",19,"350,00 ","300,00 "
20170604,0:02:33,301,167,1320,681,1329,"36,44 ","1,66 ",226,"0,60 ",109,22,"2,47 ","13,70 ","801,73 ","3,10 ",1186,8,1137,294,"3,64",40,"0,00 ","0,00 "
20171215,0:01:52,300,132,790,448,798,"33,10 ","1,50 ",65,"0,50 ",18,12,"2,04 ","8,42 ","397,25 ","2,03 ",399,5,648,47,"2,81",15,"180,00 ","40,00 "
20171220,0:02:09,300,143,816,462,822,"33,42 ","4,14 ",114,"1,38 ",42,34,"7,49 ","17,13 ","1.136,17 ","2,17 ",408,7,660,104,"2,96",52,"200,00 ","114,29 "
20180128,0:02:00,300,149,1155,627,1159,"26,10 ","1,64 ",134,"0,43 ",42,19,"2,35 ","9,85 ","495,81 ","2,35 ",930,3,999,73,"3,25",30,"220,00 ","160,00 "
20171209,0:01:55,299,197,922,414,925,"26,93 ","0,86 ",52,"0,23 ",19,8,"1,05 ","6,06 ","215,45 ","2,10 ",440,5,709,57,"2,6",9,"133,33 ","16,67 "
20180131,0:02:07,299,138,1018,561,1023,"30,23 ","1,56 ",146,"0,47 ",38,16,"2,37 ","11,42 ","483,66 ","2,45 ",669,4,871,108,"3,21",34,"220,00 ","100,00 "
20170611,0:02:21,298,148,1553,769,1562,"23,64 ","1,41 ",173,"0,33 ",99,22,"1,86 ","10,48 ","520,08 ","3,25 ",1399,9,1397,115,"3,42",31,"0,00 ","0,00 "
20180123,0:02:12,298,145,818,423,831,"23,14 ","1,56 ",124,"0,36 ",37,13,"2,79 ","13,59 ","300,77 ","2,42 ",551,5,668,123,"2,98",27,"120,00 ","100,00 "
20180301,0:02:09,298,103,699,437,701,"26,01 ","1,14 ",66,"0,30 ",21,8,"1,24 ","9,10 ","208,10 ","1,99 ",466,4,583,36,"3,34",9,"80,00 ","100,00 "
20170827,0:02:20,297,133,1106,574,1115,"39,27 ","1,35 ",121,"0,53 ",30,15,"2,10 ","9,54 ","589,04 ","2,28 ",871,4,974,110,"3,51",24,"183,33 ","100,00 "
20171227,0:02:18,297,148,1097,610,1103,"37,25 ","2,45 ",165,"0,91 ",46,27,"3,21 ","13,15 ","1.005,71 ","2,48 ",745,4,935,145,"3,18",40,"285,71 ","100,00 "
20180124,0:02:04,297,126,867,479,880,"39,78 ","2,84 ",93,"1,13 ",41,25,"5,48 ","10,84 ","994,53 ","2,05 ",534,5,743,101,"2,98",48,"166,67 ","116,67 "
20180218,0:01:59,297,124,1089,584,1097,"28,35 ","0,36 ",86,"0,10 ",52,4,"0,46 ","7,89 ","113,41 ","2,01 ",788,6,966,30,"3,13",5,"16,67 ","66,67 "
20180307,0:02:47,297,103,897,537,904,"39,90 ","1,99 ",109,"0,79 ",41,18,"3,00 ","10,77 ","718,21 ","2,40 ",642,1,783,91,"3,4",33,"1.500,00 ","300,00 "
20161009,0:02:32,296,203,1384,760,1388,"54,84 ","1,51 ",177,"0,83 ",45,21,"2,68 ","9,73 ","1.151,65 ","2,92 ",1057,3,1134,160,"3,77",47,"566,67 ","266,67 "
20170220,0:03:09,295,88,1160,631,1167,"37,67 ","1,46 ",195,"0,55 ",52,17,"2,31 ","14,94 ","640,33 ","2,73 ",1087,5,1059,196,"4,44",29,"216,67 ","50,00 "
20171228,0:02:09,293,169,1083,592,1094,"30,72 ","2,65 ",121,"0,81 ",35,29,"3,21 ","11,01 ","890,82 ","2,52 ",717,3,904,108,"3,11",35,"500,00 ","300,00 "
20171118,0:01:44,292,183,866,418,874,"47,72 ","0,57 ",78,"0,27 ",34,5,"0,98 ","9,16 ","238,60 ","2,00 ",443,4,673,38,"2,7",8,"100,00 ","50,00 "
20180302,0:02:20,291,85,723,503,729,"36,41 ","0,55 ",85,"0,20 ",30,4,"0,75 ","10,01 ","145,65 ","1,99 ",592,3,637,42,"3,84",7,"80,00 ","0,00 "
20161019,0:02:31,290,168,1377,774,1387,"32,75 ","1,30 ",155,"0,43 ",50,18,"1,39 ","8,20 ","589,55 ","3,35 ",1074,6,1187,158,"3,65",29,"133,33 ","77,78 "
20180309,0:02:15,289,74,704,458,707,"36,63 ","1,70 ",144,"0,62 ",58,12,"2,34 ","16,55 ","439,56 ","2,11 ",451,4,623,71,"3,27",17,"42,86 ","57,14 "
20161002,0:02:40,288,120,1105,600,1108,"30,34 ","1,62 ",131,"0,49 ",46,18,"1,78 ","8,85 ","546,12 ","2,71 ",875,5,962,116,"3,85",27,"160,00 ","220,00 "
20170823,0:02:25,288,100,862,501,867,"36,55 ","1,15 ",89,"0,42 ",26,10,"1,64 ","10,33 ","365,48 ","2,32 ",564,4,755,74,"3,3",13,"142,86 ","42,86 "
20171216,0:01:52,288,140,722,374,726,"27,58 ","1,52 ",72,"0,42 ",36,11,"2,24 ","12,24 ","303,35 ","1,98 ",337,5,572,56,"2,58",13,"120,00 ","100,00 "
20180125,0:02:07,287,134,886,479,891,"36,63 ","0,79 ",96,"0,29 ",40,7,"0,87 ","8,55 ","256,41 ","2,44 ",609,2,743,51,"3,07",11,"150,00 ","200,00 "
20161109,0:02:25,286,200,1787,1107,1802,"34,20 ","1,89 ",177,"0,65 ",76,34,"2,90 ","7,99 ","1.162,87 ","3,95 ",1674,8,1570,108,"3,85",63,"177,78 ","66,67 "
20170316,0:02:01,285,136,1513,993,1519,"26,52 ","1,25 ",117,"0,33 ",45,19,"1,85 ","8,52 ","503,80 ","3,16 ",1400,7,1367,90,"3,74",26,"155,56 ","55,56 "
20180119,0:01:58,285,123,891,485,901,"40,17 ","1,33 ",91,"0,53 ",35,12,"2,70 ","9,90 ","482,00 ","2,52 ",617,1,759,84,"3,07",24,"900,00 ","300,00 "
20180225,0:02:28,285,157,1316,715,1321,"48,83 ","1,06 ",235,"0,52 ",121,14,"1,87 ","16,52 ","683,63 ","2,37 ",1153,5,1150,159,"3,7",28,"71,43 ","142,86 "
20160916,0:02:44,284,89,813,531,818,"42,18 ","1,22 ",135,"0,52 ",32,10,"1,91 ","12,41 ","421,81 ","2,66 ",633,0,723,100,"3,86",20,"0,00 ","0,00 "
20180102,0:02:17,284,161,868,476,875,"27,92 ","2,74 ",113,"0,77 ",44,24,"3,89 ","13,50 ","670,10 ","2,39 ",525,6,685,77,"2,77",32,"85,71 ","71,43 "
20161020,0:02:27,283,136,1327,758,1336,"39,41 ","3,29 ",165,"1,30 ",49,44,"4,37 ","8,92 ","1.734,11 ","3,20 ",955,0,1174,162,"3,58",85,"0,00 ","0,00 "
20170429,0:02:10,282,106,697,373,698,"32,38 ","1,15 ",60,"0,37 ",23,8,"1,81 ","8,76 ","259,08 ","2,79 ",475,1,581,50,"2,98",13,"700,00 ","200,00 "
20170822,0:02:40,282,73,672,418,679,"38,75 ","1,18 ",70,"0,46 ",22,8,"1,57 ","9,13 ","309,97 ","2,26 ",519,3,595,66,"3,75",12,"100,00 ","166,67 "
20170724,0:03:14,281,211,1946,836,1962,"39,65 ","2,09 ",484,"0,83 ",235,41,"4,14 ","24,49 ","1.625,65 ","3,76 ",2496,6,1731,385,"3,64",79,"250,00 ","250,00 "
20170821,0:02:03,281,124,956,498,960,"29,19 ","0,83 ",101,"0,24 ",24,8,"1,00 ","9,57 ","233,55 ","2,22 ",657,1,827,44,"3,02",9,"250,00 ","200,00 "
20170331,0:02:04,280,111,1041,676,1050,"35,90 ","1,43 ",100,"0,51 ",33,15,"2,83 ","10,76 ","538,57 ","2,69 ",767,4,926,97,"3,24",27,"175,00 ","125,00 "
20170603,0:02:13,280,158,844,471,852,"30,13 ","1,64 ",100,"0,50 ",40,14,"3,44 ","14,35 ","421,80 ","2,86 ",619,6,683,81,"3,19",24,"0,00 ","0,00 "
20161004,0:02:28,277,130,1376,863,1385,"43,37 ","0,94 ",136,"0,41 ",49,13,"1,09 ","6,98 ","563,85 ","2,88 ",1014,7,1238,84,"3,71",23,"62,50 ","62,50 "
20161126,0:02:44,277,124,1414,876,1423,"27,32 ","1,69 ",209,"0,46 ",83,24,"2,10 ","10,83 ","655,56 ","3,24 ",1119,8,1271,133,"4,11",37,"200,00 ","125,00 "
20160917,0:02:25,276,78,763,502,765,"36,67 ","1,44 ",69,"0,53 ",25,11,"2,26 ","9,05 ","403,36 ","2,40 ",480,3,680,78,"3,37",18,"300,00 ","66,67 "
20161005,0:02:48,275,118,1309,751,1323,"31,11 ","1,51 ",130,"0,47 ",34,20,"1,38 ","7,41 ","622,16 ","2,88 ",1044,6,1175,139,"3,84",25,"116,67 ","66,67 "
20180216,0:02:12,275,69,578,378,583,"31,76 ","2,92 ",74,"0,93 ",22,17,"5,69 ","12,59 ","539,84 ","2,12 ",400,2,498,26,"3,46",35,"133,33 ","66,67 "
20161106,0:02:07,274,175,1349,695,1353,"27,84 ","1,03 ",127,"0,29 ",43,14,"1,19 ","8,13 ","389,80 ","3,25 ",862,6,1125,86,"3,33",18,"125,00 ","75,00 "
20170312,0:01:56,274,309,1520,849,1525,"41,51 ","0,59 ",142,"0,24 ",49,9,"2,14 ","11,08 ","373,55 ","2,82 ",871,4,1023,116,"3,12",29,"100,00 ","12,50 "
20161114,0:02:08,273,142,1012,562,1018,"65,97 ","1,47 ",111,"0,97 ",26,15,"3,58 ","9,09 ","989,61 ","3,22 ",749,7,850,103,"3,53",44,"142,86 ","42,86 "
20170707,0:02:54,272,219,1504,754,1535,"22,51 ","1,63 ",232,"0,37 ",85,25,"2,04 ","14,00 ","562,75 ","6,03 ",2226,7,1291,176,"3,44",33,"0,00 ","0,00 "
20170610,0:02:34,270,102,687,380,693,"34,11 ","1,15 ",85,"0,39 ",23,8,"2,37 ","12,43 ","272,91 ","2,95 ",573,4,574,118,"3,76",16,"0,00 ","0,00 "
20161115,0:02:35,268,121,902,511,917,"27,90 ","2,62 ",71,"0,73 ",30,24,"2,94 ","6,43 ","669,52 ","3,02 ",646,9,776,80,"3,66",32,"122,22 ","66,67 "
20170326,0:01:50,268,158,1114,557,1124,"22,94 ","0,44 ",56,"0,10 ",21,5,"0,54 ","5,12 ","114,70 ","2,46 ",791,2,957,27,"2,9",6,"150,00 ","150,00 "
20170622,0:02:42,268,176,1690,1081,1726,"32,22 ","1,27 ",140,"0,41 ",70,22,"2,66 ","10,35 ","708,80 ","4,74 ",2103,2,1528,119,"3,43",36,"0,00 ","0,00 "
20170710,0:02:57,268,231,1534,719,1556,"28,10 ","2,83 ",256,"0,79 ",99,44,"4,33 ","14,48 ","1.236,45 ","4,68 ",2120,5,1288,195,"3,51",76,"0,00 ","0,00 "
20170825,0:02:07,268,99,741,443,747,"35,44 ","1,20 ",64,"0,43 ",16,9,"1,45 ","6,75 ","318,97 ","2,36 ",553,4,639,105,"3,48",13,"175,00 ","75,00 "
20180202,0:02:25,267,173,1087,500,1099,"40,38 ","1,00 ",110,"0,40 ",61,11,"1,81 ","10,31 ","444,19 ","2,20 ",742,7,910,94,"3,31",20,"90,00 ","10,00 "
20160929,0:02:13,266,131,1064,591,1072,"43,02 ","1,96 ",69,"0,84 ",22,21,"3,46 ","6,45 ","903,37 ","2,80 ",754,2,916,50,"3,53",39,"300,00 ","150,00 "
20161122,0:03:06,266,188,1785,798,1805,"38,95 ","2,55 ",409,"0,99 ",100,46,"4,31 ","17,53 ","1.791,76 ","3,26 ",1679,14,1567,543,"4,09",101,"143,75 ","100,00 "
20180208,0:02:19,266,141,1316,651,1326,"31,42 ","0,98 ",171,"0,31 ",47,13,"1,68 ","13,45 ","408,51 ","2,18 ",1010,4,1169,185,"3,26",22,"200,00 ","125,00 "
20161102,0:02:34,265,144,1375,785,1387,"37,71 ","1,59 ",142,"0,60 ",31,22,"2,02 ","7,65 ","829,53 ","3,23 ",1100,7,1212,127,"3,75",42,"185,71 ","100,00 "
20171226,0:02:11,264,173,1063,571,1077,"34,73 ","2,88 ",137,"1,00 ",46,31,"3,90 ","12,06 ","1.076,67 ","2,51 ",668,2,881,77,"3,02",45,"550,00 ","100,00 "
20161022,0:02:03,263,86,906,562,909,"33,71 ","0,99 ",58,"0,33 ",18,9,"1,17 ","4,87 ","303,35 ","2,55 ",489,5,808,35,"3,22",13,"140,00 ","40,00 "
20170711,0:02:40,263,209,1386,716,1401,"29,63 ","1,86 ",207,"0,55 ",85,26,"3,29 ","14,18 ","770,40 ","6,08 ",2056,7,1156,175,"3,27",45,"0,00 ","0,00 "
20160831,0:02:46,262,115,979,607,982,"39,56 ","1,63 ",99,"0,64 ",23,16,"2,40 ","8,93 ","632,97 ","2,69 ",687,10,854,97,"3,81",29,"62,50 ","43,75 "
20161103,0:02:41,262,150,1278,720,1293,"32,19 ","2,63 ",168,"0,85 ",61,34,"2,93 ","8,86 ","1.094,58 ","2,85 ",935,3,1113,140,"3,58",53,"450,00 ","75,00 "
20170712,0:02:38,262,234,1197,606,1218,"31,61 ","2,87 ",155,"0,91 ",59,35,"6,19 ","15,11 ","1.106,22 ","4,71 ",1269,5,943,179,"3,09",62,"0,00 ","0,00 "
20170317,0:02:10,261,134,1060,715,1069,"27,39 ","0,65 ",115,"0,18 ",38,7,"1,03 ","11,65 ","191,71 ","2,91 ",861,6,918,114,"3,59",10,"62,50 ","25,00 "
20170501,0:02:13,261,112,830,432,843,"43,05 ","0,95 ",88,"0,41 ",50,8,"1,62 ","10,21 ","344,41 ","2,53 ",634,2,712,111,"3,14",14,"400,00 ","100,00 "
20180303,0:01:42,261,92,621,447,622,"107,85 ","0,16 ",36,"0,17 ",10,1,"0,47 ","5,64 ","107,85 ","3,21 ",596,5,527,30,"3,25",3,"20,00 ","20,00 "
20170309,0:02:10,259,75,730,432,735,"27,87 ","1,77 ",73,"0,49 ",20,13,"1,97 ","10,27 ","362,30 ","2,56 ",481,1,643,35,"3,43",14,"100,00 ","150,00 "
20180223,0:02:23,259,157,1180,698,1191,"42,76 ","0,34 ",161,"0,14 ",71,4,"0,69 ","13,62 ","171,06 ","2,24 ",954,7,1019,132,"3,84",8,"28,57 ","42,86 "
20170221,0:02:34,257,110,1356,813,1365,"32,58 ","1,47 ",189,"0,48 ",66,20,"2,21 ","13,38 ","651,65 ","2,61 ",1252,1,1231,185,"4,47",31,"900,00 ","500,00 "
20161128,0:03:24,256,111,1211,582,1226,"31,62 ","4,40 ",260,"1,39 ",91,54,"5,72 ","17,24 ","1.707,58 ","3,38 ",1145,8,1089,268,"4,09",89,"173,33 ","60,00 "
20170725,0:02:20,256,219,1805,950,1822,"27,36 ","0,55 ",269,"0,15 ",95,10,"0,95 ","14,49 ","273,65 ","4,33 ",2353,9,1585,218,"3,52",17,"55,56 ","44,44 "
20160925,0:02:30,255,118,1006,567,1011,"51,56 ","1,29 ",110,"0,66 ",39,13,"2,42 ","8,34 ","670,22 ","2,78 ",761,6,873,96,"3,62",31,"133,33 ","66,67 "
20161006,0:02:08,255,117,1240,743,1249,"40,52 ","1,60 ",121,"0,65 ",37,20,"2,49 ","8,37 ","810,33 ","2,93 ",868,4,1101,81,"3,4",36,"250,00 ","100,00 "
20161021,0:02:23,255,119,1245,738,1254,"35,91 ","2,55 ",110,"0,92 ",41,32,"2,67 ","6,56 ","1.149,26 ","2,83 ",784,6,1108,86,"3,42",44,"214,29 ","57,14 "
20170308,0:02:25,253,68,787,479,792,"33,88 ","0,88 ",67,"0,30 ",11,7,"1,20 ","7,70 ","237,16 ","3,31 ",660,2,709,47,"3,65",9,"350,00 ","0,00 "
20170520,0:01:50,253,141,923,518,930,"41,16 ","1,40 ",81,"0,58 ",32,13,"2,85 ","9,49 ","535,10 ","2,94 ",643,0,781,98,"3,09",24,"0,00 ","0,00 "
20170808,0:02:09,253,120,907,517,920,"26,15 ","0,54 ",47,"0,14 ",19,5,"0,83 ","7,78 ","130,75 ","6,15 ",1297,1,792,21,"2,67",5,"600,00 ","100,00 "
20180214,0:02:26,253,103,835,496,843,"27,43 ","3,20 ",104,"0,88 ",35,27,"5,23 ","12,70 ","740,67 ","2,11 ",552,2,723,81,"3,35",44,"200,00 ","150,00 "
20170306,0:02:46,252,92,842,472,846,"38,94 ","1,54 ",89,"0,60 ",27,13,"2,36 ","9,43 ","506,20 ","2,69 ",637,4,740,74,"3,66",20,"100,00 ","100,00 "
20160906,0:02:25,251,114,1173,791,1183,"47,12 ","1,44 ",133,"0,68 ",40,17,"2,11 ","10,28 ","801,03 ","2,71 ",894,5,1042,118,"3,84",28,"200,00 ","140,00 "
20170616,0:03:21,250,105,785,405,797,"28,26 ","3,51 ",120,"0,99 ",35,28,"5,99 ","15,18 ","791,32 ","5,71 ",967,5,658,122,"3,58",48,"0,00 ","0,00 "
20180215,0:02:14,250,97,728,462,735,"34,47 ","2,86 ",118,"0,98 ",32,21,"5,83 ","12,54 ","723,96 ","1,96 ",430,4,629,70,"3,29",42,"125,00 ","125,00 "
20170826,0:02:22,249,78,633,360,639,"38,38 ","1,10 ",83,"0,42 ",24,7,"1,54 ","10,94 ","268,63 ","2,54 ",479,6,557,61,"3,36",14,"50,00 ","66,67 "
20161110,0:02:23,248,159,1368,869,1389,"34,71 ","1,15 ",136,"0,40 ",42,16,"1,41 ","8,20 ","555,35 ","3,43 ",1140,5,1205,114,"3,7",24,"240,00 ","60,00 "
20170413,0:01:55,247,75,627,358,631,"23,35 ","0,79 ",53,"0,19 ",16,5,"0,81 ","8,60 ","116,75 ","2,66 ",486,3,550,24,"3,19",5,"100,00 ","100,00 "
20160923,0:02:49,246,129,1211,807,1226,"38,69 ","1,06 ",91,"0,41 ",25,13,"1,63 ","6,89 ","503,00 ","2,93 ",1021,1,1070,62,"3,69",22,"400,00 ","500,00 "
20161121,0:02:11,246,115,800,455,803,"35,14 ","1,99 ",77,"0,70 ",35,16,"2,45 ","8,03 ","562,27 ","2,86 ",461,11,671,63,"3,28",23,"50,00 ","50,00 "
20170307,0:02:39,246,81,813,521,822,"26,40 ","1,22 ",64,"0,32 ",16,10,"1,42 ","8,12 ","264,00 ","3,10 ",619,4,720,38,"3,55",11,"125,00 ","75,00 "
20170415,0:01:54,246,65,655,398,659,"34,33 ","1,06 ",91,"0,36 ",41,7,"2,04 ","12,83 ","240,30 ","2,68 ",498,2,591,35,"3,18",14,"233,33 ","33,33 "
20170227,0:03:18,245,95,1037,568,1045,"32,84 ","1,72 ",222,"0,57 ",62,18,"2,49 ","14,68 ","591,04 ","2,87 ",1068,1,936,255,"4,74",30,"1.100,00 ","900,00 "
20170310,0:01:56,245,65,621,397,624,"44,91 ","0,64 ",34,"0,29 ",12,4,"1,27 ","6,17 ","179,65 ","2,57 ",392,2,551,33,"3,29",7,"200,00 ","50,00 "
20180203,0:02:00,245,155,842,366,850,"44,39 ","0,94 ",123,"0,42 ",64,8,"1,73 ","14,71 ","355,10 ","2,33 ",539,4,677,117,"3,02",14,"200,00 ","50,00 "
20170319,0:02:28,244,100,979,496,986,"44,57 ","0,91 ",107,"0,41 ",42,9,"1,54 ","10,88 ","401,11 ","2,25 ",725,4,867,75,"3,39",15,"60,00 ","120,00 "
20170802,0:02:44,244,107,891,441,897,"29,51 ","1,11 ",63,"0,33 ",28,10,"2,52 ","10,59 ","295,09 ","5,19 ",1228,3,775,43,"2,9",15,"233,33 ","100,00 "
20170216,0:02:24,243,137,1277,739,1280,"21,74 ","0,78 ",320,"0,17 ",90,10,"1,60 ","18,76 ","217,43 ","3,43 ",931,4,1114,74,"3,34",24,"200,00 ","75,00 "
20170719,0:02:32,243,140,1081,638,1091,"23,98 ","2,20 ",138,"0,53 ",50,24,"2,71 ","11,47 ","575,46 ","3,25 ",911,3,931,147,"3,32",31,"0,00 ","0,00 "
20160419,0:02:27,242,83,1077,766,1089,"29,18 ","0,83 ",75,"0,24 ",18,9,"1,49 ","6,90 ","262,61 ","3,11 ",960,2,1000,77,"3,73",16,"266,67 ","100,00 "
20160905,0:02:23,242,150,1171,749,1175,"38,97 ","1,79 ",85,"0,70 ",27,21,"2,54 ","7,79 ","818,37 ","3,18 ",819,8,953,94,"3,54",28,"162,50 ","100,00 "
20170807,0:02:37,242,144,809,426,819,"26,53 ","2,20 ",60,"0,58 ",21,18,"5,14 ","10,86 ","477,54 ","7,86 ",1441,5,663,38,"2,87",28,"100,00 ","60,00 "
20160518,0:02:26,241,175,1675,1201,1684,"33,87 ","1,13 ",168,"0,38 ",49,19,"2,01 ","9,07 ","643,48 ","3,93 ",1383,5,1485,112,"3,71",37,"180,00 ","160,00 "
20161028,0:02:34,241,176,1855,1297,1879,"43,09 ","0,85 ",244,"0,37 ",80,16,"2,08 ","11,97 ","689,38 ","2,93 ",1540,8,1658,153,"3,76",42,"112,50 ","112,50 "
20161104,0:02:42,240,156,1078,609,1087,"29,41 ","2,67 ",99,"0,78 ",22,29,"4,32 ","7,64 ","852,77 ","2,90 ",693,6,904,58,"3,35",56,"50,00 ","33,33 "
20170325,0:02:01,240,83,681,416,683,"37,62 ","1,46 ",79,"0,55 ",11,10,"2,99 ","12,28 ","376,21 ","2,47 ",378,3,589,59,"2,67",19,"200,00 ","75,00 "
20170228,0:03:30,239,76,1185,723,1194,"34,44 ","2,18 ",277,"0,75 ",95,26,"3,30 ","17,94 ","895,44 ","2,72 ",1355,5,1094,361,"5,21",51,"260,00 ","160,00 "
20170626,0:02:40,239,160,1172,548,1191,"23,18 ","1,76 ",160,"0,41 ",48,21,"2,78 ","15,39 ","486,76 ","4,58 ",1250,7,1009,203,"3,08",28,"0,00 ","0,00 "
20170702,0:02:46,239,142,1543,773,1550,"25,56 ","1,55 ",277,"0,40 ",117,24,"2,38 ","17,27 ","613,55 ","5,82 ",2541,4,1396,244,"3,55",37,"0,00 ","0,00 "
20160517,0:02:23,237,168,1868,1333,1876,"35,45 ","2,88 ",172,"1,02 ",53,54,"4,53 ","7,87 ","1.914,24 ","3,63 ",1529,4,1681,117,"3,77",100,"325,00 ","125,00 "
20180103,0:01:55,237,144,862,433,873,"30,10 ","2,29 ",158,"0,69 ",38,20,"5,16 ","18,17 ","602,09 ","2,67 ",638,7,702,98,"2,94",44,"77,78 ","55,56 "
20170213,0:02:22,236,74,866,511,875,"31,17 ","1,60 ",176,"0,50 ",26,14,"1,92 ","11,83 ","436,32 ","3,45 ",789,6,788,77,"3,92",18,"142,86 ","28,57 "
20161105,0:02:03,235,126,913,528,915,"27,12 ","0,66 ",87,"0,18 ",27,6,"0,51 ","6,91 ","162,70 ","3,56 ",686,3,780,63,"3,58",6,"166,67 ","100,00 "
20170305,0:02:03,235,90,878,488,886,"43,55 ","0,79 ",55,"0,34 ",26,7,"1,22 ","5,38 ","304,82 ","2,91 ",685,1,785,53,"3,16",12,"400,00 ","400,00 "
20160523,0:02:37,234,160,1560,970,1570,"40,31 ","1,21 ",195,"0,49 ",61,19,"2,62 ","11,20 ","765,86 ","3,43 ",1370,14,1389,150,"3,97",44,"113,33 ","13,33 "
20160930,0:02:40,234,102,828,485,836,"48,66 ","2,15 ",85,"1,05 ",34,18,"4,43 ","8,03 ","875,82 ","2,89 ",629,2,711,76,"3,63",44,"450,00 ","150,00 "
20161101,0:02:13,233,146,1263,691,1268,"40,93 ","1,89 ",128,"0,77 ",34,24,"2,83 ","8,48 ","982,40 ","3,03 ",868,5,1110,100,"3,44",43,"228,57 ","114,29 "
