,DMS,Visitas,Rebotes,Salidas,Usuarios nuevos,Sesiones,VMP,CR,UNC,VS,NVPRC,TR,PCOD,PCRD,Ingresos,CTRLP,CLP,SB,SE,NPP,Cantidad,CRED,CPAY
159,146,372,187,1276,671,1290,0.3616,0.0147,152,0.0053,49,19,0.024,0.10710000000000001,6.87,0.0212,934,5,1091,144,33,1.16,1.5
160,140,371,188,1451,723,1463,0.3357,0.0116,137,0.0039000000000000003,49,17,0.0171,0.0818,5.7,0.0246,1103,5,1254,117,30,2.14,1.0
161,179,371,292,3040,1828,3084,0.2932,0.0191,450,0.005600000000000001,199,59,0.0365,0.16190000000000002,0.0173,0.0626,5050,13,2756,423,105,0.0,0.0
162,174,370,168,1484,807,1498,0.3663,0.026699999999999998,179,0.0098,62,40,0.0337,0.0999,0.014650000000000002,0.0286,1074,9,1301,189,61,1.63,0.72
163,134,370,136,1619,1041,1632,0.317,0.008,123,0.0025,50,13,0.011200000000000002,0.0707,4.12,0.028900000000000002,1339,3,1476,79,19,2.33,1.0
164,194,369,272,2197,1234,2231,0.25780000000000003,0.021099999999999997,357,0.0054,141,47,0.0363,0.16329999999999997,0.012110000000000001,0.057,3326,8,1923,356,78,0.0,0.0
165,166,368,128,1242,822,1257,0.374,0.0143,108,0.0054,35,18,0.021400000000000002,0.0817,6.73,0.0248,899,3,1111,68,28,2.75,1.5
166,185,368,125,1138,732,1152,0.39649999999999996,0.0339,105,0.0134,19,39,0.0516,0.0812,0.01546,0.0248,896,5,1010,77,69,2.5,1.16
167,130,367,125,1455,839,1467,0.3297,0.0089,143,0.0029,43,13,0.0134,0.09720000000000001,4.28,0.031200000000000002,1301,8,1321,126,19,0.88,0.66
168,144,367,157,1305,672,1313,0.23600000000000002,0.0137,219,0.0032,74,18,0.0146,0.1191,4.24,0.0278,1232,5,1136,161,23,2.16,1.16
169,116,367,349,1978,983,1993,0.3452,0.0151,312,0.0052,123,30,0.021099999999999997,0.1446,0.01035,0.0239,1315,11,1609,288,47,1.58,1.16
170,147,365,159,1455,967,1467,0.35,0.031400000000000004,108,0.011000000000000001,27,46,0.0496,0.0738,0.01609,0.0255,1015,5,1281,78,75,1.16,1.5
171,147,365,194,1566,763,1575,0.3996,0.013300000000000001,338,0.0053,178,21,0.0229,0.18469999999999998,8.39,0.0233,1350,3,1367,310,40,4.0,2.33
172,144,365,87,967,612,980,0.26739999999999997,0.012199999999999999,100,0.0033,40,12,0.0152,0.09480000000000001,3.2,0.021099999999999997,667,6,873,101,16,0.71,0.42
173,134,365,101,1061,653,1068,0.3594,0.0075,134,0.0027,54,8,0.014499999999999999,0.1047,2.87,0.0245,847,1,958,95,17,6.0,2.0
174,143,364,255,1664,872,1680,0.4018,0.0143,280,0.005699999999999999,90,24,0.0218,0.154,9.64,0.022799999999999997,1277,10,1399,223,38,0.8,0.8
175,145,363,194,1212,634,1217,0.3013,0.0255,154,0.0077,61,31,0.0317,0.12029999999999999,9.33,0.0264,802,13,992,117,40,1.92,0.38
176,134,363,110,1170,681,1177,0.39899999999999997,0.0051,125,0.002,59,6,0.0072,0.09759999999999999,2.39,0.0226,973,6,1057,74,9,0.5,0.5
177,140,362,171,1447,897,1471,0.2786,0.0095,127,0.0027,41,14,0.0125,0.0877,3.9,0.0286,1242,5,1285,71,18,1.0,1.0
178,159,361,197,1980,1356,1995,0.4493,0.0115,184,0.0052,52,23,0.0217,0.094,0.010329999999999999,0.028300000000000002,1648,6,1769,165,42,1.11,1.55
179,137,361,145,1171,685,1181,0.3436,0.0169,130,0.0058,40,20,0.0269,0.1112,6.87,0.0258,791,4,1010,162,30,2.6,0.8
180,131,361,137,1177,683,1182,0.4928,0.0169,177,0.0083,55,20,0.026699999999999998,0.13269999999999998,9.85,0.023799999999999998,837,6,1028,227,41,2.33,1.16
181,137,361,194,1415,661,1426,0.3469,0.011899999999999999,259,0.0040999999999999995,97,17,0.023399999999999997,0.1616,5.89,0.0254,1208,7,1208,230,37,1.25,0.87
182,143,361,187,1449,813,1462,0.42579999999999996,0.013000000000000001,264,0.0055000000000000005,95,19,0.022799999999999997,0.16190000000000002,8.09,0.0239,1182,3,1255,205,34,1.5,1.5
183,174,360,219,1862,1052,1880,0.266,0.017,248,0.0045000000000000005,106,32,0.0363,0.1635,8.51,0.0546,2428,12,1623,200,55,0.0,0.0
184,145,358,179,1417,780,1424,0.3475,0.0232,230,0.008100000000000001,70,33,0.0397,0.1434,0.01146,0.0269,1035,7,1219,186,63,2.42,0.57
185,135,355,144,1316,810,1319,0.3404,0.0068000000000000005,91,0.0023,27,9,0.009399999999999999,0.0675,3.06,0.030299999999999997,988,3,1142,70,12,1.5,0.25
186,166,354,186,967,456,976,0.4227,0.0123,143,0.0052,48,12,0.024399999999999998,0.12380000000000001,5.07,0.0223,746,6,774,164,27,0.75,0.87
187,156,353,112,1031,607,1040,0.39840000000000003,0.022099999999999998,198,0.0088,46,23,0.0346,0.1461,9.16,0.0256,845,5,911,172,43,2.8,1.4
188,163,351,150,2043,1455,2059,0.39189999999999997,0.0141,158,0.0055000000000000005,54,29,0.0227,0.071,0.011359999999999999,0.0304,1829,15,1875,140,51,0.43,0.39
189,140,351,148,1323,903,1336,0.38670000000000004,0.030699999999999998,151,0.011899999999999999,59,41,0.06509999999999999,0.1167,0.01585,0.0323,1192,3,1179,105,80,4.33,1.0
190,125,349,179,1258,629,1264,0.349,0.0063,143,0.0022,67,8,0.0106,0.1128,2.79,0.029300000000000003,1121,2,1069,74,13,2.5,1.5
191,124,349,129,1058,577,1068,0.4154,0.011200000000000002,130,0.004699999999999999,58,12,0.019,0.1084,4.98,0.0236,906,6,930,83,23,1.0,1.14
192,136,348,126,1103,583,1111,0.3274,0.0144,177,0.004699999999999999,79,16,0.024700000000000003,0.1448,5.23,0.0282,921,7,969,121,31,0.0,0.0
193,142,347,168,1371,842,1375,0.3223,0.0087,241,0.0028000000000000004,105,12,0.013300000000000001,0.1594,3.86,0.022400000000000003,1061,8,1195,169,19,1.12,0.62
194,147,345,196,2195,1561,2205,0.4318,0.0141,161,0.0060999999999999995,41,31,0.031,0.08109999999999999,0.013380000000000001,0.029300000000000003,1649,8,1974,200,60,2.37,1.12
195,136,345,193,1984,1400,2005,0.3411,0.011000000000000001,166,0.0037,60,22,0.020099999999999996,0.09970000000000001,7.5,0.030899999999999997,1781,6,1785,118,35,0.0,0.0
196,153,345,109,939,524,953,0.3345,0.013600000000000001,86,0.0046,32,13,0.027999999999999997,0.1072,4.34,0.0278,650,7,817,97,23,0.0,0.0
197,114,345,159,1069,574,1079,0.4379,0.0102,101,0.0045000000000000005,42,11,0.025099999999999997,0.0953,4.81,0.025099999999999997,647,3,892,93,28,2.33,1.66
198,145,345,188,1590,761,1613,0.3663,0.0118,411,0.0043,154,19,0.0172,0.2137,6.95,0.0218,1366,7,1404,328,36,1.37,0.37
199,138,344,152,1149,593,1159,0.2798,0.0397,170,0.0111,48,46,0.0562,0.13470000000000001,0.01287,0.0232,780,7,983,167,71,1.85,1.28
200,128,342,189,1523,730,1533,0.2637,0.0091,172,0.0024,82,14,0.011200000000000002,0.10189999999999999,3.69,0.022799999999999997,1097,5,1329,117,19,1.12,0.87
201,122,342,195,1313,748,1322,0.26530000000000004,0.0098,211,0.0026,99,13,0.019299999999999998,0.1617,3.44,0.019799999999999998,786,7,1105,112,26,0.87,0.87
202,110,341,190,1117,635,1126,0.2914,0.0062,89,0.0018,24,7,0.011000000000000001,0.085,2.04,0.0207,565,6,918,73,11,1.0,0.33
203,134,340,137,1020,577,1028,0.3245,0.022400000000000003,152,0.0073,66,23,0.0319,0.1198,7.46,0.0222,722,6,874,88,38,2.0,0.57
204,125,340,163,1263,683,1276,0.23170000000000002,0.0063,76,0.0015,28,8,0.0124,0.0556,1.85,0.026699999999999998,1041,6,1094,92,17,0.37,0.25
205,160,339,124,1130,598,1134,0.42710000000000004,0.0141,121,0.006,61,16,0.025699999999999997,0.0928,6.83,0.025099999999999997,937,5,987,152,33,2.2,1.0
206,118,338,65,627,400,633,0.2904,0.0126,46,0.0037,24,8,0.028399999999999998,0.0753,2.32,0.020099999999999996,428,2,563,55,22,2.5,1.5
207,158,337,134,1086,588,1097,0.34,0.023700000000000002,182,0.008100000000000001,46,26,0.0383,0.1481,8.83,0.026000000000000002,850,9,936,251,48,1.0,0.66
208,139,336,153,1602,1037,1615,0.37070000000000003,0.0118,149,0.0044,43,19,0.0147,0.0655,7.04,0.025,1110,5,1431,116,34,2.2,1.2
209,137,336,143,1856,1305,1872,0.3729,0.0064,175,0.0024,50,12,0.0123,0.0989,4.47,0.030600000000000002,1829,10,1701,176,22,1.0,0.3
210,164,336,196,1849,1022,1877,0.3028,0.011699999999999999,196,0.0034999999999999996,80,22,0.026000000000000002,0.1258,6.66,0.0552,2718,8,1662,150,39,0.0,0.0
211,141,335,133,996,554,1006,0.2682,0.024900000000000002,114,0.0067,43,25,0.0333,0.1084,6.7,0.0232,670,4,850,104,36,1.7,0.7
212,139,335,162,1023,676,1034,0.3119,0.025099999999999997,138,0.0078000000000000005,53,26,0.051699999999999996,0.1209,8.1,0.0235,761,2,853,105,61,4.0,2.5
213,127,334,181,1194,621,1208,0.2563,0.015700000000000002,179,0.004,49,19,0.0232,0.1274,4.86,0.0236,781,7,1001,105,33,1.25,0.37
214,132,333,190,1119,581,1130,0.3096,0.0416,138,0.0129,48,47,0.0634,0.1278,0.01455,0.0225,673,9,910,158,67,1.08,0.75
215,138,332,105,920,507,927,0.41609999999999997,0.0151,109,0.0063,46,14,0.0273,0.1173,5.82,0.026699999999999998,721,7,804,152,26,1.28,0.85
216,104,332,182,1116,602,1125,0.2395,0.0098,74,0.0023,31,11,0.011000000000000001,0.0658,2.63,0.0233,592,2,919,59,12,3.5,2.0
217,149,331,162,1507,854,1515,0.3632,0.011200000000000002,134,0.0040999999999999995,55,17,0.0125,0.0626,6.17,0.0242,1003,3,1327,137,28,3.66,2.0
218,162,331,198,2191,1346,2209,0.3649,0.0127,205,0.0046,61,28,0.0197,0.0783,0.010209999999999999,0.0308,1817,9,1983,129,50,1.9,0.72
219,171,329,125,1251,673,1262,0.5676,0.011899999999999999,146,0.0067,52,15,0.0213,0.0917,8.51,0.025,973,3,1115,117,33,2.25,1.75
220,184,329,249,1897,1005,1912,0.2321,0.0282,400,0.0066,167,54,0.04019999999999999,0.1886,0.01253,0.0649,2974,4,1628,275,83,0.0,0.0
221,127,329,104,831,539,833,0.47600000000000003,0.0036,47,0.0017000000000000001,13,3,0.0053,0.0621,1.42,0.0191,451,3,719,23,4,0.66,0.66
222,136,328,142,1207,724,1219,0.39880000000000004,0.023,120,0.0092,33,28,0.0385,0.0906,0.011160000000000002,0.03,848,9,1056,137,51,1.36,0.45
223,110,328,190,1071,526,1079,0.2662,0.012,115,0.0032,36,13,0.016,0.1058,3.46,0.021099999999999997,518,9,867,82,20,0.83,0.25
224,120,327,328,1697,948,1704,0.2934,0.0141,206,0.0040999999999999995,106,24,0.0232,0.1325,7.04,0.027000000000000003,1184,7,1312,188,36,0.0,0.0
225,136,327,178,1346,778,1353,0.4057,0.0074,194,0.003,71,10,0.011699999999999999,0.1358,4.05,0.023,1078,5,1152,197,17,1.0,0.28
226,158,326,185,1760,1057,1770,0.2877,0.0141,161,0.0040999999999999995,73,25,0.0262,0.10279999999999999,7.19,0.049100000000000005,2331,15,1564,113,41,0.0,0.0
227,162,324,166,1348,880,1358,0.3762,0.0147,155,0.0055000000000000005,37,20,0.0176,0.1048,7.52,0.0336,1027,13,1139,102,30,0.8,0.33
228,132,324,179,1617,993,1628,0.3737,0.0074,200,0.0028000000000000004,61,12,0.0123,0.1134,4.48,0.031,1543,5,1429,185,20,0.7,0.5
229,161,324,100,814,476,817,0.3293,0.013500000000000002,73,0.0044,21,11,0.021400000000000002,0.0924,3.62,0.027000000000000003,651,2,703,57,16,0.0,0.0
230,159,323,291,4157,3049,4194,0.36700000000000005,0.0105,756,0.0039000000000000003,225,44,0.023399999999999997,0.1664,0.01614,0.030899999999999997,3695,8,3857,376,100,3.55,1.33
231,148,323,96,744,458,751,0.3956,0.016,77,0.0063,39,12,0.0258,0.0969,4.74,0.024900000000000002,563,3,647,68,20,3.33,1.0
232,146,322,154,1876,1146,1886,0.3308,0.0111,163,0.0037,65,21,0.0132,0.0674,6.94,0.0394,1765,11,1706,139,30,0.93,0.46
233,174,322,130,918,499,927,0.33409999999999995,0.0356,175,0.011899999999999999,56,33,0.064,0.1887,0.01102,0.0292,787,5,781,170,59,0.0,0.0
234,153,321,127,1365,768,1375,0.48219999999999996,0.0262,167,0.0126,45,36,0.039900000000000005,0.0924,0.01736,0.027000000000000003,970,11,1219,171,72,1.81,0.9
235,125,321,131,1238,651,1242,0.2804,0.008100000000000001,128,0.0023,72,10,0.0088,0.09759999999999999,2.8,0.0232,1001,5,1101,74,13,1.8,0.6
236,157,320,145,1351,750,1369,0.38539999999999996,0.0212,194,0.008199999999999999,58,29,0.024399999999999998,0.10779999999999999,0.01117,0.024300000000000002,958,8,1194,144,47,0.71,0.5
237,158,320,146,1364,829,1373,0.3636,0.024,136,0.0087,39,33,0.03,0.0788,0.01199,0.026600000000000002,1054,3,1201,96,51,3.75,1.5
238,179,320,149,1234,678,1243,0.364,0.0225,159,0.008199999999999999,47,28,0.0288,0.0969,0.01019,0.0302,1045,8,1075,163,46,1.64,0.21
239,171,320,248,1824,1004,1841,0.2403,0.0315,312,0.0076,142,58,0.053200000000000004,0.1726,0.01393,0.057300000000000004,2560,9,1558,271,91,0.0,0.0
240,132,320,108,795,456,800,0.415,0.016200000000000003,105,0.0067,44,13,0.0282,0.1252,5.39,0.0218,614,9,681,105,23,0.9,0.36
241,119,320,296,1324,683,1334,0.25989999999999996,0.0165,143,0.0043,55,22,0.018799999999999997,0.1107,5.71,0.0241,747,5,1003,139,25,2.33,1.16
242,138,319,160,1500,802,1510,0.2943,0.0106,279,0.0031,73,16,0.0138,0.11900000000000001,4.7,0.0334,1068,11,1334,146,28,0.66,0.83
243,165,319,164,1035,622,1049,0.27649999999999997,0.026699999999999998,150,0.0074,56,28,0.04,0.1375,7.74,0.034300000000000004,1068,4,860,142,43,0.0,0.0
244,127,319,183,1402,786,1414,0.2418,0.0184,182,0.0044,51,26,0.024,0.11560000000000001,6.28,0.0209,946,9,1213,122,36,1.4,0.4
245,130,317,405,1562,797,1568,0.3077,0.0083,193,0.0026,50,13,0.0134,0.1307,4.0,0.0279,1060,1,1083,126,19,0.01,3.0
246,164,317,228,1734,869,1759,0.37329999999999997,0.0097,276,0.0036,113,17,0.0158,0.1452,6.34,0.029500000000000002,1813,11,1503,194,29,0.66,0.41
247,156,316,148,1871,1293,1881,0.3601,0.0074,156,0.0027,57,14,0.0105,0.0758,5.04,0.0316,1563,9,1704,83,22,0.83,0.5
248,127,315,187,1244,737,1251,0.42200000000000004,0.0152,108,0.0064,23,19,0.036000000000000004,0.09480000000000001,8.01,0.0282,834,5,980,126,47,2.4,0.6
249,140,315,137,1306,746,1316,0.3243,0.0167,172,0.0054,60,22,0.021099999999999997,0.1282,7.13,0.0301,1109,4,1159,98,29,2.25,2.0
250,125,314,132,1202,827,1208,0.3797,0.0248,138,0.009399999999999999,46,30,0.0492,0.115,0.01139,0.028300000000000002,919,5,1060,61,59,1.5,0.66
251,131,314,94,858,515,865,0.3139,0.016200000000000003,138,0.0051,33,14,0.021400000000000002,0.1282,4.39,0.0241,618,2,759,115,21,6.0,1.5
252,175,313,113,1187,690,1190,0.2788,0.0235,201,0.0066,61,28,0.0231,0.1285,7.8,0.034300000000000004,1027,6,1057,189,36,2.85,1.57
253,158,313,133,1395,719,1400,0.2849,0.015,220,0.0043,90,21,0.0195,0.1244,5.98,0.0282,1180,6,1245,126,31,0.0,0.0
254,145,312,201,1529,863,1543,0.3679,0.026600000000000002,155,0.0098,35,41,0.0418,0.08349999999999999,0.01508,0.031,1123,7,1306,125,77,2.71,0.71
255,157,312,77,755,464,756,0.27140000000000003,0.0106,78,0.0029,27,8,0.0196,0.1052,2.17,0.025,578,3,672,55,17,0.0,0.0
256,108,311,113,793,402,796,0.3835,0.0126,99,0.0048,27,10,0.0286,0.11699999999999999,3.83,0.021,433,8,674,148,27,0.81,0.36
257,146,311,161,1250,578,1257,0.3608,0.0143,235,0.0052,76,18,0.026099999999999998,0.1462,6.49,0.023399999999999997,1058,6,1089,131,40,1.37,1.0
258,120,310,148,1204,573,1215,0.2825,0.010700000000000001,93,0.003,54,13,0.0131,0.0738,3.67,0.0294,952,9,1056,100,16,0.88,0.66
259,150,310,94,794,475,801,0.3209,0.015,92,0.0048,34,12,0.0271,0.1282,3.85,0.0252,616,9,697,76,19,0.0,0.0
260,121,310,171,1246,667,1258,0.3247,0.0191,144,0.0062,46,24,0.0278,0.10679999999999999,7.79,0.023700000000000002,962,7,1063,126,38,1.18,0.63
261,110,309,177,1002,549,1013,0.363,0.0109,78,0.0039000000000000003,28,11,0.0141,0.0731,3.99,0.022400000000000003,550,5,823,69,15,1.6,0.6
262,102,309,94,763,502,766,0.326,0.0144,62,0.004699999999999999,16,11,0.0218,0.0731,3.58,0.0182,445,2,661,42,14,4.0,1.5
263,136,308,121,753,505,759,0.2447,0.0066,82,0.0016,46,5,0.0086,0.1119,1.22,0.0195,385,6,626,69,6,0.25,0.25
264,128,307,153,1079,585,1093,0.2568,0.0256,175,0.0066,50,28,0.0304,0.1451,7.19,0.0233,691,3,920,174,36,4.66,3.33
265,127,306,107,770,432,778,0.41100000000000003,0.0116,81,0.0048,35,9,0.023,0.10339999999999999,3.69,0.027000000000000003,565,2,662,81,18,4.5,1.5
266,170,305,113,1227,839,1235,0.4052,0.0194,158,0.0079,44,24,0.0273,0.1105,9.72,0.0298,980,9,1098,161,37,1.66,0.41
267,113,305,139,907,475,919,0.48979999999999996,0.0174,128,0.0085,41,16,0.0353,0.1225,7.83,0.024900000000000002,611,4,767,105,36,3.25,0.75
268,129,304,94,759,442,761,0.30829999999999996,0.0118,77,0.0036,36,9,0.015300000000000001,0.1026,2.77,0.025,502,5,659,39,11,1.16,0.66
269,177,302,188,2305,1275,2314,0.26489999999999997,0.016,345,0.0042,118,37,0.0175,0.1204,9.8,0.0339,2216,17,2084,244,49,1.4,0.5
270,132,302,101,1267,794,1277,0.265,0.0125,95,0.0033,34,16,0.0175,0.0698,4.24,0.0321,1049,3,1157,62,22,2.25,0.5
271,160,301,143,1270,799,1279,0.304,0.016399999999999998,114,0.005,23,21,0.020099999999999996,0.0837,6.38,0.0246,885,5,1102,92,26,2.4,1.4
272,121,301,123,839,450,849,0.3233,0.013000000000000001,115,0.0042,44,11,0.0225,0.1351,3.55,0.026000000000000002,557,2,705,135,19,3.5,3.0
273,153,301,167,1320,681,1329,0.3644,0.0166,226,0.006,109,22,0.024700000000000003,0.13699999999999998,8.01,0.031,1186,8,1137,294,40,0.0,0.0
274,112,300,132,790,448,798,0.331,0.015,65,0.005,18,12,0.0204,0.0842,3.97,0.0203,399,5,648,47,15,1.8,0.4
275,129,300,143,816,462,822,0.3342,0.0414,114,0.0138,42,34,0.07490000000000001,0.17129999999999998,0.011359999999999999,0.0217,408,7,660,104,52,2.0,1.14
276,120,300,149,1155,627,1159,0.261,0.016399999999999998,134,0.0043,42,19,0.0235,0.09849999999999999,4.95,0.0235,930,3,999,73,30,2.2,1.6
277,115,299,197,922,414,925,0.2693,0.0086,52,0.0023,19,8,0.0105,0.060599999999999994,2.15,0.021,440,5,709,57,9,1.33,0.16
278,127,299,138,1018,561,1023,0.3023,0.015600000000000001,146,0.004699999999999999,38,16,0.023700000000000002,0.1142,4.83,0.0245,669,4,871,108,34,2.2,1.0
279,141,298,148,1553,769,1562,0.2364,0.0141,173,0.0033,99,22,0.018600000000000002,0.1048,5.2,0.0325,1399,9,1397,115,31,0.0,0.0
280,132,298,145,818,423,831,0.2314,0.015600000000000001,124,0.0036,37,13,0.0279,0.1359,3.0,0.0242,551,5,668,123,27,1.2,1.0
281,129,298,103,699,437,701,0.2601,0.011399999999999999,66,0.003,21,8,0.0124,0.091,2.08,0.0199,466,4,583,36,9,0.8,1.0
282,140,297,133,1106,574,1115,0.39270000000000005,0.013500000000000002,121,0.0053,30,15,0.021,0.09539999999999998,5.89,0.022799999999999997,871,4,974,110,24,1.83,1.0
283,138,297,148,1097,610,1103,0.3725,0.0245,165,0.0091,46,27,0.0321,0.1315,0.010049999999999998,0.0248,745,4,935,145,40,2.85,1.0
284,124,297,126,867,479,880,0.3978,0.028399999999999998,93,0.0113,41,25,0.0548,0.1084,9.94,0.020499999999999997,534,5,743,101,48,1.66,1.16
285,119,297,124,1089,584,1097,0.28350000000000003,0.0036,86,0.001,52,4,0.0046,0.0789,1.13,0.020099999999999996,788,6,966,30,5,0.16,0.66
286,167,297,103,897,537,904,0.39899999999999997,0.0199,109,0.0079,41,18,0.03,0.10769999999999999,7.18,0.024,642,1,783,91,33,0.015,3.0
287,152,296,203,1384,760,1388,0.5484,0.0151,177,0.0083,45,21,0.0268,0.0973,0.01151,0.0292,1057,3,1134,160,47,5.66,2.66
288,189,295,88,1160,631,1167,0.37670000000000003,0.0146,195,0.0055000000000000005,52,17,0.0231,0.1494,6.4,0.0273,1087,5,1059,196,29,2.16,0.5
289,129,293,169,1083,592,1094,0.3072,0.0265,121,0.008100000000000001,35,29,0.0321,0.1101,8.9,0.0252,717,3,904,108,35,5.0,3.0
290,104,292,183,866,418,874,0.4772,0.005699999999999999,78,0.0027,34,5,0.0098,0.0916,2.38,0.02,443,4,673,38,8,1.0,0.5
291,140,291,85,723,503,729,0.3641,0.0055000000000000005,85,0.002,30,4,0.0075,0.1001,1.45,0.0199,592,3,637,42,7,0.8,0.0
292,151,290,168,1377,774,1387,0.3275,0.013000000000000001,155,0.0043,50,18,0.0139,0.08199999999999999,5.89,0.0335,1074,6,1187,158,29,1.33,0.77
293,135,289,74,704,458,707,0.3663,0.017,144,0.0062,58,12,0.023399999999999997,0.1655,4.39,0.021099999999999997,451,4,623,71,17,0.42,0.57
294,160,288,120,1105,600,1108,0.3034,0.016200000000000003,131,0.0049,46,18,0.0178,0.0885,5.46,0.0271,875,5,962,116,27,1.6,2.2
295,145,288,100,862,501,867,0.3655,0.0115,89,0.0042,26,10,0.016399999999999998,0.1033,3.65,0.0232,564,4,755,74,13,1.42,0.42
296,112,288,140,722,374,726,0.2758,0.0152,72,0.0042,36,11,0.022400000000000003,0.12240000000000001,3.03,0.019799999999999998,337,5,572,56,13,1.2,1.0
297,127,287,134,886,479,891,0.3663,0.0079,96,0.0029,40,7,0.0087,0.0855,2.56,0.024399999999999998,609,2,743,51,11,1.5,2.0
298,145,286,200,1787,1107,1802,0.342,0.0189,177,0.006500000000000001,76,34,0.028999999999999998,0.0799,0.011619999999999998,0.0395,1674,8,1570,108,63,1.77,0.66
299,121,285,136,1513,993,1519,0.2652,0.0125,117,0.0033,45,19,0.018500000000000003,0.0852,5.03,0.0316,1400,7,1367,90,26,1.55,0.55
300,118,285,123,891,485,901,0.4017,0.013300000000000001,91,0.0053,35,12,0.027000000000000003,0.099,4.82,0.0252,617,1,759,84,24,9.0,3.0
301,148,285,157,1316,715,1321,0.48829999999999996,0.0106,235,0.0052,121,14,0.0187,0.16519999999999999,6.83,0.023700000000000002,1153,5,1150,159,28,0.71,1.42
302,164,284,89,813,531,818,0.4218,0.012199999999999999,135,0.0052,32,10,0.0191,0.1241,4.21,0.026600000000000002,633,0,723,100,20,0.0,0.0
303,137,284,161,868,476,875,0.2792,0.0274,113,0.0077,44,24,0.038900000000000004,0.135,6.7,0.0239,525,6,685,77,32,0.85,0.71
304,147,283,136,1327,758,1336,0.39409999999999995,0.0329,165,0.013000000000000001,49,44,0.0437,0.0892,0.01734,0.032,955,0,1174,162,85,0.0,0.0
305,130,282,106,697,373,698,0.32380000000000003,0.0115,60,0.0037,23,8,0.0181,0.0876,2.59,0.0279,475,1,581,50,13,7.0,2.0
306,160,282,73,672,418,679,0.3875,0.0118,70,0.0046,22,8,0.015700000000000002,0.0913,3.09,0.0226,519,3,595,66,12,1.0,1.66
307,194,281,211,1946,836,1962,0.39649999999999996,0.0209,484,0.0083,235,41,0.0414,0.24489999999999998,0.01625,0.037599999999999995,2496,6,1731,385,79,2.5,2.5
308,123,281,124,956,498,960,0.2919,0.0083,101,0.0024,24,8,0.01,0.09570000000000001,2.33,0.0222,657,1,827,44,9,2.5,2.0
309,124,280,111,1041,676,1050,0.359,0.0143,100,0.0051,33,15,0.028300000000000002,0.1076,5.38,0.0269,767,4,926,97,27,1.75,1.25
310,133,280,158,844,471,852,0.3013,0.016399999999999998,100,0.005,40,14,0.0344,0.1435,4.21,0.0286,619,6,683,81,24,0.0,0.0
311,148,277,130,1376,863,1385,0.4337,0.009399999999999999,136,0.0040999999999999995,49,13,0.0109,0.0698,5.63,0.0288,1014,7,1238,84,23,0.62,0.62
312,164,277,124,1414,876,1423,0.2732,0.0169,209,0.0046,83,24,0.021,0.10830000000000001,6.55,0.032400000000000005,1119,8,1271,133,37,2.0,1.25
313,145,276,78,763,502,765,0.3667,0.0144,69,0.0053,25,11,0.0226,0.09050000000000001,4.03,0.024,480,3,680,78,18,3.0,0.66
314,168,275,118,1309,751,1323,0.3111,0.0151,130,0.004699999999999999,34,20,0.0138,0.0741,6.22,0.0288,1044,6,1175,139,25,1.16,0.66
315,132,275,69,578,378,583,0.3176,0.0292,74,0.009300000000000001,22,17,0.056900000000000006,0.1259,5.39,0.0212,400,2,498,26,35,1.33,0.66
316,127,274,175,1349,695,1353,0.2784,0.0103,127,0.0029,43,14,0.011899999999999999,0.08130000000000001,3.89,0.0325,862,6,1125,86,18,1.25,0.75
317,116,274,309,1520,849,1525,0.41509999999999997,0.0059,142,0.0024,49,9,0.021400000000000002,0.1108,3.73,0.0282,871,4,1023,116,29,1.0,0.12
318,128,273,142,1012,562,1018,0.6597,0.0147,111,0.0097,26,15,0.0358,0.0909,9.89,0.0322,749,7,850,103,44,1.42,0.42
319,174,272,219,1504,754,1535,0.22510000000000002,0.0163,232,0.0037,85,25,0.0204,0.14,5.62,0.0603,2226,7,1291,176,33,0.0,0.0
320,154,270,102,687,380,693,0.3411,0.0115,85,0.0039000000000000003,23,8,0.023700000000000002,0.1243,2.72,0.029500000000000002,573,4,574,118,16,0.0,0.0
321,155,268,121,902,511,917,0.27899999999999997,0.0262,71,0.0073,30,24,0.0294,0.0643,6.69,0.0302,646,9,776,80,32,1.22,0.66
322,110,268,158,1114,557,1124,0.22940000000000002,0.0044,56,0.001,21,5,0.0054,0.0512,1.14,0.0246,791,2,957,27,6,1.5,1.5
323,162,268,176,1690,1081,1726,0.3222,0.0127,140,0.0040999999999999995,70,22,0.026600000000000002,0.1035,7.08,0.047400000000000005,2103,2,1528,119,36,0.0,0.0
324,177,268,231,1534,719,1556,0.281,0.028300000000000002,256,0.0079,99,44,0.0433,0.1448,0.01236,0.046799999999999994,2120,5,1288,195,76,0.0,0.0
325,127,268,99,741,443,747,0.3544,0.012,64,0.0043,16,9,0.014499999999999999,0.0675,3.18,0.0236,553,4,639,105,13,1.75,0.75
326,145,267,173,1087,500,1099,0.40380000000000005,0.01,110,0.004,61,11,0.0181,0.10310000000000001,4.44,0.022000000000000002,742,7,910,94,20,0.9,0.1
327,133,266,131,1064,591,1072,0.4302,0.0196,69,0.0084,22,21,0.0346,0.0645,9.03,0.027999999999999997,754,2,916,50,39,3.0,1.5
328,186,266,188,1785,798,1805,0.3895,0.0255,409,0.009899999999999999,100,46,0.0431,0.1753,0.01791,0.0326,1679,14,1567,543,101,1.43,1.0
