,DMS,Visitas,Rebotes,Salidas,Usuarios nuevos,Sesiones,VMP,CR,UNC,VS,NVPRC,TR,PCOD,PCRD,Ingresos,CTRLP,CLP,SB,SE,NPP,Cantidad,CRED,CPAY
329,139,266,141,1316,651,1326,0.31420000000000003,0.0098,171,0.0031,47,13,0.0168,0.13449999999999998,4.08,0.0218,1010,4,1169,185,22,2.0,1.25
330,154,265,144,1375,785,1387,0.3771,0.0159,142,0.006,31,22,0.0202,0.0765,8.29,0.0323,1100,7,1212,127,42,1.85,1.0
331,131,264,173,1063,571,1077,0.34729999999999994,0.0288,137,0.01,46,31,0.039,0.1206,0.01076,0.025099999999999997,668,2,881,77,45,5.5,1.0
332,123,263,86,906,562,909,0.3371,0.009899999999999999,58,0.0033,18,9,0.011699999999999999,0.0487,3.03,0.0255,489,5,808,35,13,1.4,0.4
333,160,263,209,1386,716,1401,0.2963,0.018600000000000002,207,0.0055000000000000005,85,26,0.0329,0.1418,7.7,0.0608,2056,7,1156,175,45,0.0,0.0
334,166,262,115,979,607,982,0.3956,0.0163,99,0.0064,23,16,0.024,0.08929999999999999,6.32,0.0269,687,10,854,97,29,0.62,0.43
335,161,262,150,1278,720,1293,0.32189999999999996,0.0263,168,0.0085,61,34,0.029300000000000003,0.0886,0.01094,0.0285,935,3,1113,140,53,4.5,0.75
336,158,262,234,1197,606,1218,0.3161,0.0287,155,0.0091,59,35,0.061900000000000004,0.15109999999999998,0.01106,0.0471,1269,5,943,179,62,0.0,0.0
337,130,261,134,1060,715,1069,0.27390000000000003,0.006500000000000001,115,0.0018,38,7,0.0103,0.1165,1.91,0.0291,861,6,918,114,10,0.62,0.25
338,133,261,112,830,432,843,0.4305,0.0095,88,0.0040999999999999995,50,8,0.016200000000000003,0.10210000000000001,3.44,0.0253,634,2,712,111,14,4.0,1.0
339,102,261,92,621,447,622,1.0785,0.0016,36,0.0017000000000000001,10,1,0.004699999999999999,0.0564,1.07,0.0321,596,5,527,30,3,0.2,0.2
340,130,259,75,730,432,735,0.2787,0.0177,73,0.0049,20,13,0.0197,0.1027,3.62,0.0256,481,1,643,35,14,1.0,1.5
341,143,259,157,1180,698,1191,0.4276,0.0034000000000000002,161,0.0014000000000000002,71,4,0.0069,0.1362,1.71,0.022400000000000003,954,7,1019,132,8,0.28,0.42
342,154,257,110,1356,813,1365,0.3258,0.0147,189,0.0048,66,20,0.022099999999999998,0.1338,6.51,0.026099999999999998,1252,1,1231,185,31,9.0,5.0
343,204,256,111,1211,582,1226,0.31620000000000004,0.044000000000000004,260,0.0139,91,54,0.0572,0.1724,0.017070000000000002,0.0338,1145,8,1089,268,89,1.73,0.6
344,140,256,219,1805,950,1822,0.2736,0.0055000000000000005,269,0.0015,95,10,0.0095,0.1449,2.73,0.0433,2353,9,1585,218,17,0.55,0.44
345,150,255,118,1006,567,1011,0.5156000000000001,0.0129,110,0.0066,39,13,0.0242,0.0834,6.7,0.0278,761,6,873,96,31,1.33,0.66
346,128,255,117,1240,743,1249,0.4052,0.016,121,0.006500000000000001,37,20,0.024900000000000002,0.0837,8.1,0.029300000000000003,868,4,1101,81,36,2.5,1.0
347,143,255,119,1245,738,1254,0.3591,0.0255,110,0.0092,41,32,0.026699999999999998,0.06559999999999999,0.01149,0.028300000000000002,784,6,1108,86,44,2.14,0.57
348,145,253,68,787,479,792,0.33880000000000005,0.0088,67,0.003,11,7,0.012,0.077,2.37,0.0331,660,2,709,47,9,3.5,0.0
349,110,253,141,923,518,930,0.41159999999999997,0.013999999999999999,81,0.0058,32,13,0.0285,0.0949,5.35,0.0294,643,0,781,98,24,0.0,0.0
350,129,253,120,907,517,920,0.2615,0.0054,47,0.0014000000000000002,19,5,0.0083,0.07780000000000001,1.3,0.061500000000000006,1297,1,792,21,5,6.0,1.0
351,146,253,103,835,496,843,0.2743,0.032,104,0.0088,35,27,0.052300000000000006,0.127,7.4,0.021099999999999997,552,2,723,81,44,2.0,1.5
352,166,252,92,842,472,846,0.38939999999999997,0.0154,89,0.006,27,13,0.0236,0.0943,5.06,0.0269,637,4,740,74,20,1.0,1.0
353,145,251,114,1173,791,1183,0.47119999999999995,0.0144,133,0.0068000000000000005,40,17,0.021099999999999997,0.10279999999999999,8.01,0.0271,894,5,1042,118,28,2.0,1.4
354,201,250,105,785,405,797,0.2826,0.0351,120,0.009899999999999999,35,28,0.0599,0.1518,7.91,0.0571,967,5,658,122,48,0.0,0.0
355,134,250,97,728,462,735,0.3447,0.0286,118,0.0098,32,21,0.0583,0.12539999999999998,7.23,0.0196,430,4,629,70,42,1.25,1.25
356,142,249,78,633,360,639,0.38380000000000003,0.011000000000000001,83,0.0042,24,7,0.0154,0.1094,2.68,0.0254,479,6,557,61,14,0.5,0.66
357,143,248,159,1368,869,1389,0.3471,0.0115,136,0.004,42,16,0.0141,0.08199999999999999,5.55,0.034300000000000004,1140,5,1205,114,24,2.4,0.6
358,115,247,75,627,358,631,0.2335,0.0079,53,0.0019,16,5,0.008100000000000001,0.086,1.16,0.026600000000000002,486,3,550,24,5,1.0,1.0
359,169,246,129,1211,807,1226,0.38689999999999997,0.0106,91,0.0040999999999999995,25,13,0.0163,0.0689,5.03,0.029300000000000003,1021,1,1070,62,22,4.0,5.0
360,131,246,115,800,455,803,0.3514,0.0199,77,0.006999999999999999,35,16,0.0245,0.0803,5.62,0.0286,461,11,671,63,23,0.5,0.5
361,159,246,81,813,521,822,0.264,0.012199999999999999,64,0.0032,16,10,0.014199999999999999,0.0812,2.64,0.031,619,4,720,38,11,1.25,0.75
362,114,246,65,655,398,659,0.3433,0.0106,91,0.0036,41,7,0.0204,0.1283,2.4,0.0268,498,2,591,35,14,2.33,0.33
363,198,245,95,1037,568,1045,0.3284,0.0172,222,0.005699999999999999,62,18,0.024900000000000002,0.14679999999999999,5.91,0.0287,1068,1,936,255,30,0.011000000000000001,9.0
364,116,245,65,621,397,624,0.44909999999999994,0.0064,34,0.0029,12,4,0.0127,0.0617,1.79,0.025699999999999997,392,2,551,33,7,2.0,0.5
365,120,245,155,842,366,850,0.4439,0.009399999999999999,123,0.0042,64,8,0.0173,0.1471,3.55,0.0233,539,4,677,117,14,2.0,0.5
366,148,244,100,979,496,986,0.4457,0.0091,107,0.0040999999999999995,42,9,0.0154,0.10880000000000001,4.01,0.0225,725,4,867,75,15,0.6,1.2
367,164,244,107,891,441,897,0.29510000000000003,0.0111,63,0.0033,28,10,0.0252,0.1059,2.95,0.0519,1228,3,775,43,15,2.33,1.0
368,144,243,137,1277,739,1280,0.21739999999999998,0.0078000000000000005,320,0.0017000000000000001,90,10,0.016,0.18760000000000002,2.17,0.034300000000000004,931,4,1114,74,24,2.0,0.75
369,152,243,140,1081,638,1091,0.2398,0.022000000000000002,138,0.0053,50,24,0.0271,0.11470000000000001,5.75,0.0325,911,3,931,147,31,0.0,0.0
370,147,242,83,1077,766,1089,0.2918,0.0083,75,0.0024,18,9,0.0149,0.069,2.62,0.0311,960,2,1000,77,16,2.66,1.0
371,143,242,150,1171,749,1175,0.3897,0.0179,85,0.006999999999999999,27,21,0.0254,0.0779,8.18,0.0318,819,8,953,94,28,1.62,1.0
372,157,242,144,809,426,819,0.26530000000000004,0.022000000000000002,60,0.0058,21,18,0.051399999999999994,0.10859999999999999,4.77,0.0786,1441,5,663,38,28,1.0,0.6
373,146,241,175,1675,1201,1684,0.3387,0.0113,168,0.0038,49,19,0.020099999999999996,0.0907,6.43,0.0393,1383,5,1485,112,37,1.8,1.6
374,154,241,176,1855,1297,1879,0.43090000000000006,0.0085,244,0.0037,80,16,0.0208,0.1197,6.89,0.029300000000000003,1540,8,1658,153,42,1.12,1.12
375,162,240,156,1078,609,1087,0.29410000000000003,0.026699999999999998,99,0.0078000000000000005,22,29,0.0432,0.0764,8.52,0.028999999999999998,693,6,904,58,56,0.5,0.33
376,121,240,83,681,416,683,0.3762,0.0146,79,0.0055000000000000005,11,10,0.029900000000000003,0.12279999999999999,3.76,0.024700000000000003,378,3,589,59,19,2.0,0.75
377,210,239,76,1185,723,1194,0.3444,0.0218,277,0.0075,95,26,0.033,0.1794,8.95,0.027200000000000002,1355,5,1094,361,51,2.6,1.6
378,160,239,160,1172,548,1191,0.2318,0.0176,160,0.0040999999999999995,48,21,0.0278,0.1539,4.86,0.0458,1250,7,1009,203,28,0.0,0.0
379,166,239,142,1543,773,1550,0.2556,0.0155,277,0.004,117,24,0.023799999999999998,0.1727,6.13,0.0582,2541,4,1396,244,37,0.0,0.0
380,143,237,168,1868,1333,1876,0.35450000000000004,0.0288,172,0.0102,53,54,0.0453,0.0787,0.01914,0.0363,1529,4,1681,117,100,3.25,1.25
381,115,237,144,862,433,873,0.301,0.0229,158,0.0069,38,20,0.0516,0.18170000000000003,6.02,0.026699999999999998,638,7,702,98,44,0.77,0.55
382,142,236,74,866,511,875,0.31170000000000003,0.016,176,0.005,26,14,0.0192,0.1183,4.36,0.0345,789,6,788,77,18,1.42,0.28
383,123,235,126,913,528,915,0.2712,0.0066,87,0.0018,27,6,0.0051,0.0691,1.62,0.0356,686,3,780,63,6,1.66,1.0
384,123,235,90,878,488,886,0.4355,0.0079,55,0.0034000000000000002,26,7,0.012199999999999999,0.0538,3.04,0.0291,685,1,785,53,12,4.0,4.0
385,157,234,160,1560,970,1570,0.4031,0.0121,195,0.0049,61,19,0.0262,0.11199999999999999,7.65,0.034300000000000004,1370,14,1389,150,44,1.13,0.13
386,160,234,102,828,485,836,0.4866,0.0215,85,0.0105,34,18,0.0443,0.0803,8.75,0.028900000000000002,629,2,711,76,44,4.5,1.5
387,133,233,146,1263,691,1268,0.4093,0.0189,128,0.0077,34,24,0.028300000000000002,0.0848,9.82,0.030299999999999997,868,5,1110,100,43,2.28,1.14
388,116,233,80,647,377,652,0.3829,0.0060999999999999995,72,0.0023,26,4,0.008,0.114,1.53,0.0226,466,4,565,51,5,0.25,0.75
389,164,232,68,724,406,729,0.34,0.0302,69,0.0103,19,22,0.0472,0.08449999999999999,7.47,0.0296,572,3,649,67,38,0.75,1.0
390,150,232,113,890,465,896,0.39520000000000005,0.025699999999999997,116,0.0101,37,23,0.0592,0.1268,9.09,0.0383,996,6,773,80,51,1.14,0.28
391,126,232,109,727,365,735,0.3602,0.012199999999999999,48,0.0044,10,9,0.0274,0.07690000000000001,3.24,0.0369,687,2,613,74,16,3.0,2.5
392,121,232,99,690,399,694,0.20989999999999998,0.0086,89,0.0018,24,6,0.0089,0.1211,1.25,0.0308,579,1,586,49,6,5.0,1.0
393,160,231,98,778,491,781,0.40740000000000004,0.0179,105,0.0073,33,14,0.0246,0.11320000000000001,5.7,0.0298,541,4,670,82,20,1.6,1.0
394,144,231,135,1078,553,1085,0.3617,0.0129,111,0.004699999999999999,42,14,0.018600000000000002,0.08220000000000001,5.06,0.030600000000000002,793,6,933,96,25,1.0,1.28
395,128,231,69,615,354,616,0.5707,0.008100000000000001,49,0.0046,23,5,0.020099999999999996,0.08220000000000001,2.85,0.024,413,4,539,51,13,0.8,0.2
396,154,230,68,624,354,630,0.3146,0.0365,73,0.0115,34,23,0.0501,0.1002,7.23,0.0322,390,2,541,71,37,4.5,2.0
397,197,230,101,904,553,912,0.33020000000000005,0.0154,178,0.0051,53,14,0.018799999999999997,0.15710000000000002,4.62,0.0341,850,4,788,139,23,2.25,1.5
398,171,230,140,965,441,976,0.2685,0.0256,173,0.0069,73,25,0.0409,0.1773,6.71,0.0378,968,5,776,179,43,0.0,0.0
399,145,229,103,875,495,882,0.9216,0.029500000000000002,150,0.027200000000000002,29,26,0.0768,0.131,0.02396,0.033,668,5,767,299,89,1.8,0.8
400,165,226,94,1299,829,1305,0.3464,0.0253,167,0.0088,64,33,0.0385,0.1101,0.011430000000000001,0.0365,1332,4,1182,147,60,2.5,0.33
401,103,226,126,681,380,689,0.2771,0.0116,66,0.0032,20,8,0.016200000000000003,0.0782,2.21,0.0225,422,4,558,50,11,0.8,0.8
402,152,225,162,1538,827,1553,0.24760000000000001,0.0174,192,0.0043,90,27,0.0279,0.1432,6.68,0.04650000000000001,1832,7,1368,158,37,0.0,0.0
403,105,225,102,590,297,593,0.2853,0.0084,24,0.0024,9,5,0.0127,0.0435,1.42,0.0203,339,2,481,30,7,3.0,0.0
404,153,225,97,927,568,934,0.2606,0.0139,148,0.0036,58,13,0.0144,0.1427,3.38,0.0235,791,5,825,146,15,1.4,1.0
405,118,224,102,665,385,672,0.3408,0.0089,53,0.003,12,6,0.0206,0.09910000000000001,2.04,0.0199,343,3,559,32,11,1.0,0.0
406,159,223,109,1312,946,1319,0.3195,0.0106,126,0.0034000000000000002,28,14,0.011000000000000001,0.0727,4.47,0.0352,1305,2,1191,107,19,4.5,2.5
407,155,223,86,1022,478,1028,0.5542,0.0039000000000000003,230,0.0022,92,4,0.0096,0.18989999999999999,2.21,0.028999999999999998,939,4,932,145,12,0.6,0.2
408,133,223,79,1004,475,1010,2.084,0.005,148,0.0103,35,5,0.0366,0.1255,0.01042,0.0216,810,1,924,153,50,3.0,2.0
409,151,222,94,1403,958,1410,0.3655,0.0078000000000000005,100,0.0029,24,11,0.014499999999999999,0.0724,4.02,0.0288,1245,3,1299,71,19,3.0,0.66
410,154,221,160,1812,1337,1828,0.314,0.009300000000000001,141,0.0029,42,17,0.015,0.0762,5.33,0.039,1844,5,1635,106,28,2.4,1.2
411,127,221,119,1003,692,1012,0.3574,0.009899999999999999,93,0.0034999999999999996,37,10,0.012,0.0863,3.57,0.0262,704,5,868,55,12,0.4,0.6
412,166,221,128,1062,606,1070,0.36700000000000005,0.0187,126,0.0069,28,20,0.0311,0.1112,7.34,0.032799999999999996,883,4,928,119,35,3.0,2.25
413,199,221,133,1143,454,1150,0.3379,0.024300000000000002,335,0.008199999999999999,147,28,0.0395,0.243,9.46,0.042699999999999995,1654,6,1008,295,54,0.0,0.0
414,186,221,150,904,446,911,0.23600000000000002,0.0231,179,0.0054,60,21,0.026699999999999998,0.17190000000000003,4.95,0.0383,961,6,732,156,27,0.0,0.0
415,126,221,52,433,283,437,0.3081,0.0137,46,0.0042,17,6,0.0236,0.09849999999999999,1.84,0.0217,335,1,376,28,11,5.0,1.0
416,145,220,151,1179,601,1186,0.3358,0.0245,116,0.008199999999999999,35,29,0.0406,0.0944,9.73,0.0354,953,6,1015,107,51,3.16,0.66
417,151,219,128,1293,757,1303,0.2101,0.0215,147,0.0045000000000000005,66,28,0.0316,0.13369999999999999,5.88,0.0412,1494,8,1161,112,34,0.0,0.0
418,138,218,110,834,482,842,0.32899999999999996,0.024900000000000002,104,0.008199999999999999,25,21,0.028900000000000002,0.11,6.9,0.0336,564,4,711,71,28,2.75,1.25
419,141,217,80,1059,666,1068,0.2605,0.009399999999999999,58,0.0024,29,10,0.0108,0.052300000000000006,2.6,0.031200000000000002,951,4,971,39,12,1.6,0.4
420,160,216,138,1189,680,1195,0.2488,0.014199999999999999,167,0.0034999999999999996,56,17,0.0155,0.11560000000000001,4.22,0.0368,1076,5,1028,154,22,1.8,1.6
421,117,216,164,1143,541,1147,0.6317,0.0131,127,0.0083,39,15,0.0319,0.1059,9.47,0.0349,793,5,945,103,39,2.2,0.8
422,175,215,93,1066,745,1068,0.3529,0.009399999999999999,68,0.0033,8,10,0.0123,0.0552,3.52,0.026000000000000002,903,4,963,37,15,0.5,0.62
423,151,215,115,734,401,742,0.36060000000000003,0.0202,92,0.0073,17,15,0.026699999999999998,0.09970000000000001,5.4,0.0318,544,4,609,102,25,1.16,1.0
424,142,215,116,1112,572,1119,0.2986,0.0152,152,0.0045000000000000005,66,17,0.0173,0.10369999999999999,5.07,0.0339,901,3,981,76,26,2.33,2.33
425,181,214,135,955,594,964,0.2827,0.0083,136,0.0023,36,8,0.0089,0.0924,2.26,0.0353,908,3,802,82,9,2.66,0.33
426,116,214,94,565,333,569,0.42700000000000005,0.0105,61,0.0045000000000000005,26,6,0.021400000000000002,0.10490000000000001,2.56,0.021400000000000002,335,4,468,43,13,0.5,0.66
427,105,214,143,767,410,774,0.317,0.022000000000000002,102,0.006999999999999999,26,17,0.0452,0.1427,5.38,0.0225,498,1,608,68,35,6.0,5.0
428,152,213,77,985,675,994,0.4192,0.006999999999999999,58,0.003,14,7,0.012199999999999999,0.057999999999999996,2.93,0.030899999999999997,849,6,900,29,12,0.71,0.28
429,125,213,73,571,315,577,0.4216,0.0069,69,0.0029,27,4,0.013000000000000001,0.1222,1.68,0.0259,368,2,495,67,7,0.75,0.25
430,173,212,73,671,442,676,0.3508,0.0104,34,0.0036,8,7,0.013000000000000001,0.0493,2.45,0.0297,553,6,586,24,9,0.5,0.25
431,159,212,74,829,538,834,0.2548,0.0132,76,0.0034000000000000002,35,11,0.0163,0.08839999999999999,2.8,0.0375,802,5,749,50,14,1.0,1.0
432,161,210,101,967,643,973,0.2781,0.008199999999999999,67,0.0023,16,8,0.0095,0.054400000000000004,2.22,0.0308,790,6,851,43,11,0.77,0.11
433,141,210,80,611,341,613,0.27690000000000003,0.0131,53,0.0036,14,8,0.0134,0.0791,2.21,0.032,415,5,525,88,9,0.66,0.83
434,121,210,81,650,428,655,0.23879999999999998,0.0076,52,0.0018,10,5,0.0102,0.08460000000000001,1.19,0.029900000000000003,451,2,568,31,6,0.66,1.66
435,150,209,93,839,475,849,0.8112,0.0118,105,0.0096,26,10,0.0349,0.1159,8.11,0.0294,583,4,735,154,33,1.75,0.75
436,141,209,73,647,386,653,0.2893,0.0245,43,0.0070999999999999995,17,16,0.030299999999999997,0.0592,4.62,0.0311,420,4,556,45,21,1.25,0.25
437,133,209,100,586,303,593,0.24559999999999998,0.013500000000000002,55,0.0033,24,8,0.0229,0.1213,1.96,0.0325,479,2,476,40,10,0.0,0.0
438,149,209,100,673,330,679,0.47859999999999997,0.0074,81,0.0034999999999999996,45,5,0.018000000000000002,0.1293,2.39,0.0344,602,6,569,82,12,0.5,0.0
439,128,209,104,657,321,661,0.2912,0.013600000000000001,60,0.004,28,9,0.0175,0.086,2.62,0.0226,402,2,549,79,12,2.33,0.66
440,170,208,78,705,425,706,0.3419,0.0184,85,0.0063,28,13,0.0203,0.0874,4.44,0.0325,615,2,616,66,19,3.5,2.5
441,137,208,122,1510,1014,1524,0.3188,0.0098,126,0.0031,34,15,0.0248,0.0786,4.78,0.0377,1248,6,1380,68,36,1.0,0.28
442,151,207,101,1044,713,1048,0.3184,0.0095,94,0.003,15,10,0.0121,0.0886,3.18,0.0302,775,3,929,73,13,2.25,0.5
443,168,207,67,680,437,683,0.3818,0.0059,59,0.0022,15,4,0.0085,0.0836,1.52,0.0282,573,2,608,54,6,1.0,0.5
444,197,207,118,925,526,933,0.3115,0.0268,131,0.0083,36,25,0.037200000000000004,0.1115,7.78,0.0341,867,4,794,107,43,1.4,1.6
445,123,207,128,1279,795,1285,0.32380000000000003,0.009300000000000001,138,0.003,31,12,0.015600000000000001,0.1117,3.88,0.032,904,4,1147,44,21,1.75,0.75
446,129,207,119,689,375,696,0.24059999999999998,0.0187,80,0.0045000000000000005,32,13,0.020499999999999997,0.0958,3.12,0.0235,470,4,568,76,16,1.0,1.0
447,126,206,154,1678,1189,1687,0.30760000000000004,0.0070999999999999995,137,0.0022,34,12,0.0103,0.0812,3.69,0.0345,1374,6,1512,100,18,1.28,0.57
448,135,206,85,640,382,644,0.4233,0.0109,70,0.0046,26,7,0.0177,0.09390000000000001,2.96,0.0311,439,3,547,105,13,0.83,0.33
449,145,206,83,581,337,588,0.32630000000000003,0.027200000000000002,118,0.0089,19,16,0.038,0.1725,5.22,0.0321,398,4,489,76,27,1.25,0.75
450,107,206,57,512,305,516,0.3078,0.0116,42,0.0036,5,6,0.014499999999999999,0.0434,1.84,0.028999999999999998,333,0,448,10,7,0.0,0.0
451,164,206,84,814,472,822,0.42579999999999996,0.0097,111,0.0040999999999999995,37,8,0.0161,0.1217,3.4,0.0292,750,4,728,117,14,0.6,1.4
452,156,205,135,1398,1011,1406,0.3461,0.011399999999999999,112,0.0039000000000000003,34,16,0.0176,0.0725,5.53,0.034300000000000004,1107,4,1238,71,26,2.75,1.25
453,164,205,143,1356,837,1364,0.2962,0.0147,210,0.0043,68,20,0.019799999999999998,0.1251,5.92,0.034300000000000004,1247,9,1194,130,33,1.22,1.11
454,126,205,62,498,297,498,0.484,0.004,27,0.0019,5,2,0.0087,0.0584,0.96,0.0316,300,2,427,13,4,0.0,0.66
455,145,205,133,797,347,800,0.3522,0.01,129,0.0034999999999999996,60,8,0.0155,0.1527,2.81,0.0369,859,6,658,105,13,0.5,0.5
456,164,204,136,1029,569,1039,0.32689999999999997,0.026000000000000002,111,0.0085,37,27,0.0394,0.10220000000000001,8.82,0.0327,795,8,880,86,45,1.22,0.55
457,134,202,72,618,383,621,0.301,0.030600000000000002,69,0.0092,26,19,0.037000000000000005,0.1017,5.71,0.0256,356,5,539,94,25,2.6,1.2
458,138,202,73,725,405,730,0.4032,0.0040999999999999995,67,0.0017000000000000001,17,3,0.004699999999999999,0.0731,1.2,0.031,584,0,640,43,4,0.0,0.0
459,149,202,167,1335,646,1345,0.2615,0.0126,161,0.0033,77,17,0.021400000000000002,0.1445,4.44,0.0444,1337,7,1152,123,24,0.0,0.0
460,156,202,111,686,367,688,0.29719999999999996,0.0291,102,0.0086,51,20,0.0432,0.1398,5.94,0.0313,553,1,569,99,30,7.0,3.0
461,158,201,75,830,569,842,0.3564,0.0083,74,0.003,28,7,0.012,0.0806,2.49,0.0333,769,4,751,38,11,1.0,0.2
462,142,201,91,906,586,910,0.4354,0.0066,58,0.0029,8,6,0.0086,0.0602,2.61,0.0282,674,5,800,58,9,0.8,0.4
463,117,201,102,1116,707,1122,0.32020000000000004,0.0098,76,0.0031,26,11,0.0171,0.0782,3.52,0.0371,775,2,1006,63,16,0.75,2.0
464,162,201,202,1303,520,1310,0.2575,0.015300000000000001,188,0.0039000000000000003,75,20,0.0215,0.1319,5.15,0.0404,1548,2,1091,172,29,0.0,0.0
465,150,200,84,1150,786,1157,0.30510000000000004,0.0060999999999999995,60,0.0018,25,7,0.0076,0.055099999999999996,2.13,0.031200000000000002,1068,9,1057,29,8,0.36,0.27
466,165,200,125,1199,669,1212,0.252,0.0182,130,0.0046,41,22,0.0269,0.1014,5.54,0.030899999999999997,1004,6,1068,137,34,1.5,1.25
467,150,199,172,1388,644,1396,0.41350000000000003,0.009300000000000001,199,0.0039000000000000003,80,13,0.014199999999999999,0.09949999999999999,5.37,0.031200000000000002,1064,6,1199,191,30,1.5,0.66
468,135,199,83,649,347,655,0.3127,0.0458,49,0.0143,17,30,0.07429999999999999,0.07429999999999999,9.38,0.027999999999999997,341,1,556,139,50,8.0,1.0
469,151,199,119,907,518,916,0.3575,0.0175,92,0.0062,27,16,0.0282,0.09390000000000001,5.72,0.0327,689,6,776,50,27,1.28,0.42
470,173,199,158,977,474,990,0.37979999999999997,0.0212,170,0.008100000000000001,66,21,0.0452,0.1552,7.97,0.050499999999999996,1196,9,808,188,46,0.0,0.0
471,158,198,139,1117,724,1129,0.3635,0.008,109,0.0029,36,9,0.0137,0.08449999999999999,3.27,0.0319,1015,7,961,101,17,0.5,0.25
472,151,197,186,1908,1148,1921,0.29460000000000003,0.0109,247,0.0032,70,21,0.0177,0.1106,6.18,0.0288,1365,6,1687,260,40,2.5,1.33
473,106,197,78,644,355,645,0.3818,0.013999999999999999,52,0.0053,19,9,0.0233,0.08779999999999999,3.43,0.021,325,5,556,28,15,0.8,1.0
474,116,197,122,646,378,654,0.2726,0.0138,54,0.0038,32,9,0.021099999999999997,0.0877,2.45,0.024900000000000002,418,3,523,55,13,1.0,0.66
475,147,196,153,1541,1012,1552,0.3165,0.0168,148,0.0053,41,26,0.0262,0.0885,8.22,0.0369,1336,3,1372,82,43,4.0,1.75
476,132,196,120,839,534,850,0.2452,0.018799999999999997,129,0.0046,30,16,0.0253,0.1396,3.92,0.03,447,6,712,76,21,0.45,0.45
477,152,196,173,1194,489,1205,0.2924,0.0091,196,0.0027,100,11,0.0163,0.1642,3.21,0.0333,1106,5,1009,155,19,0.0,0.0
478,164,195,147,1198,818,1204,0.3871,0.0091,85,0.0034999999999999996,14,11,0.0163,0.056900000000000006,4.25,0.035699999999999996,972,2,1022,85,24,5.0,1.0
479,142,195,103,576,334,582,0.435,0.0258,72,0.011200000000000002,27,15,0.0458,0.1047,6.52,0.0275,321,6,468,73,31,0.71,0.71
480,171,194,94,801,510,806,0.2695,0.0074,44,0.002,20,6,0.0076,0.045899999999999996,1.61,0.0317,736,3,699,39,7,1.33,1.0
481,147,194,155,1492,975,1499,0.266,0.008,138,0.0021,46,12,0.008199999999999999,0.0689,3.19,0.0378,1386,5,1302,82,16,2.0,0.6
482,132,194,112,883,478,893,0.3478,0.0179,85,0.0062,35,16,0.0285,0.0815,5.56,0.0331,586,10,763,53,28,0.66,0.16
483,124,192,154,1393,1039,1404,0.2594,0.0064,85,0.0017000000000000001,22,9,0.0084,0.0637,2.33,0.0356,1081,5,1234,54,11,1.0,0.4
484,135,192,90,693,406,700,0.5327000000000001,0.015700000000000002,131,0.0084,41,11,0.050199999999999995,0.1543,5.86,0.0276,459,4,604,108,40,1.75,1.0
485,130,192,94,831,427,833,0.36719999999999997,0.0084,106,0.0031,33,7,0.0137,0.1105,2.57,0.0317,444,6,715,102,12,0.57,0.57
486,160,192,103,953,529,965,0.34909999999999997,0.0176,97,0.0062,27,17,0.0235,0.09300000000000001,5.93,0.0382,844,2,832,86,25,4.0,1.5
487,191,192,91,683,356,694,0.3264,0.0317,103,0.0103,40,22,0.0859,0.16670000000000001,7.18,0.044500000000000005,819,9,586,109,54,0.0,0.0
488,106,191,148,742,366,746,0.26239999999999997,0.0121,71,0.0032,24,9,0.0174,0.095,2.36,0.0242,444,5,576,66,13,1.0,0.8
489,174,190,125,1503,1058,1519,0.2932,0.0105,155,0.0031,43,16,0.0103,0.0696,4.69,0.0334,1577,6,1372,103,23,2.14,0.42
490,131,190,89,868,592,877,0.3533,0.008,71,0.0028000000000000004,26,7,0.0141,0.08449999999999999,2.47,0.0316,611,5,776,47,14,0.8,0.6
491,106,190,168,816,535,821,0.2979,0.0207,63,0.0062,24,17,0.0392,0.0973,5.06,0.0294,364,4,625,35,26,1.0,0.75
492,159,190,93,523,267,527,0.303,0.0152,60,0.0046,23,8,0.0285,0.1161,2.42,0.0329,440,5,422,62,14,0.0,0.0
493,146,189,96,699,394,702,0.40759999999999996,0.0285,63,0.0116,18,20,0.042199999999999994,0.0818,8.15,0.0276,434,2,586,55,37,1.2,0.6
494,112,188,96,799,405,806,0.21719999999999998,0.005,71,0.0011,19,4,0.0045000000000000005,0.0784,0.86,0.0333,500,2,695,74,4,1.5,0.5
495,147,188,122,643,275,653,0.4775,0.0138,107,0.0066,52,9,0.0416,0.1406,4.29,0.0391,629,1,520,87,33,0.0,0.0
496,171,187,82,654,412,662,0.2961,0.0091,52,0.0027,12,6,0.0085,0.0634,1.77,0.0262,485,4,573,42,7,0.8,0.4
497,120,187,73,555,311,557,0.34049999999999997,0.016200000000000003,57,0.0055000000000000005,16,9,0.0218,0.0924,3.06,0.0353,347,5,473,24,15,0.42,0.14
498,170,186,75,553,326,554,0.29469999999999996,0.030699999999999998,52,0.009000000000000001,20,17,0.0407,0.07629999999999999,5.0,0.0338,467,1,469,37,26,4.0,2.0
499,111,184,125,507,238,510,0.3608,0.0176,46,0.0064,19,9,0.0379,0.1061,3.24,0.0187,198,0,372,45,19,0.0,0.0
500,159,183,73,629,394,630,0.5616,0.0063,57,0.0036,18,4,0.009399999999999999,0.07150000000000001,2.24,0.0294,545,0,544,39,7,0.0,0.0
501,171,183,127,1394,918,1404,0.2898,0.011399999999999999,137,0.0033,60,16,0.015700000000000002,0.085,4.63,0.0375,1444,1,1254,127,25,0.013000000000000001,4.0
