Dates,Clics,Ctr,Impressions,Bounces,Cr,Transactions,Av.session duration,Revenue,Ctr products list,Cart/details rate,Purchase / details rate,refunds,Exits ,New sessions,Av product price,Clics product list,Num.of products added to cart,Session value,Products list Ctr,Rpc,Session inclueded searches,Page/session,Av.number of product sold per transaction,Num.of times product included in a cart during the purchase process,Sessions
20160916,"245(0,12 %)","2,04 %","12.038(0,08 %)","9,21 %","1,11 %","9(0,06 %)",0:02:51,"252,12 €(0,05 %)","2,79 %","14,14 %","1,12 %","0(0,00 %)","24,20 %","67,08 %","22,92 €","709(0,09 %)","169(0,15 %)","0,31 €","2,79 %","1,03 €","0,00 %","4,12",1,"135(0,15 %)","814(0,08 %)"
20160915,"266(0,13 %)","1,79 %","14.877(0,09 %)","11,57 %","1,48 %","17(0,11 %)",0:03:04,"543,54 €(0,11 %)","2,43 %","6,23 %","1,70 %","0(0,00 %)","25,91 %","63,13 %","22,65 €","831(0,11 %)","79(0,07 %)","0,47 €","2,43 %","2,04 €","0,52 %","3,84","1,14","39(0,04 %)","1.150(0,11 %)"
20160914,"252(0,12 %)","1,83 %","13.758(0,09 %)","11,18 %","1,67 %","21(0,14 %)",0:02:52,"1.000,03 €(0,20 %)","2,46 %","9,67 %","3,20 %","0(0,00 %)","26,87 %","62,33 %","24,23 €","874(0,11 %)","122(0,11 %)","0,79 €","2,46 %","3,97 €","0,32 %","3,66","1,05","92(0,10 %)","1.261(0,12 %)"
20160913,"245(0,12 %)","1,76 %","13.947(0,09 %)","10,50 %","5,18 %","77(0,51 %)",0:02:18,"2.744,33 €(0,55 %)","2,60 %","6,41 %","8,22 %","0(0,00 %)","26,79 %","67,29 %","21,45 €","1.041(0,13 %)","98(0,09 %)","1,85 €","2,60 %","11,20 €","0,27 %","3,69","1,08","79(0,09 %)","1.486(0,14 %)"
20160912,"246(0,12 %)","1,82 %","13.535(0,08 %)","9,71 %","2,16 %","28(0,19 %)",0:02:38,"902,05 €(0,18 %)","2,41 %","7,12 %","2,22 %","0(0,00 %)","25,27 %","63,17 %","29,43 €","910(0,12 %)","109(0,10 %)","0,69 €","2,41 %","3,67 €","0,69 %","3,94",1,"84(0,09 %)","1.298(0,12 %)"
20160911,"195(0,09 %)","1,43 %","13.681(0,09 %)","14,45 %","0,47 %","4(0,03 %)",0:01:59,"224,17 €(0,05 %)","2,75 %","8,07 %","1,48 %","0(0,00 %)","28,27 %","55,09 %","17,24 €","600(0,08 %)","81(0,07 %)","0,27 €","2,75 %","1,15 €","0,00 %","3,52",1,"41(0,04 %)","844(0,08 %)"
20160910,"179(0,08 %)","1,52 %","11.759(0,07 %)","11,89 %","1,23 %","6(0,04 %)",0:01:57,"149,13 €(0,03 %)","2,16 %","12,08 %","2,46 %","0(0,00 %)","31,40 %","61,48 %","9,94 €","265(0,03 %)","58(0,05 %)","0,31 €","2,16 %","0,83 €","1,84 %","3,17","1,36","26(0,03 %)","488(0,05 %)"
20160909,"211(0,10 %)","1,61 %","13.131(0,08 %)","12,62 %","1,48 %","11(0,07 %)",0:02:22,"391,07 €(0,08 %)","2,26 %","7,61 %","2,24 %","0(0,00 %)","30,71 %","70,07 %","26,07 €","428(0,06 %)","56(0,05 %)","0,52 €","2,26 %","1,85 €","0,00 %","3,24",1,"62(0,07 %)","745(0,07 %)"
20160908,"240(0,11 %)","1,79 %","13.374(0,08 %)","11,80 %","1,47 %","15(0,10 %)",0:01:53,"553,58 €(0,11 %)","2,46 %","9,52 %","1,97 %","0(0,00 %)","29,02 %","65,49 %","29,14 €","623(0,08 %)","92(0,08 %)","0,54 €","2,46 %","2,31 €","0,39 %","3,41",1,"41(0,04 %)","1.017(0,10 %)"
20160907,"232(0,11 %)","1,81 %","12.825(0,08 %)","10,26 %","0,22 %","2(0,01 %)",0:02:10,"63,48 €(0,01 %)","2,95 %","5,27 %","0,22 %","0(0,00 %)","26,65 %","66,38 %","35,27 €","694(0,09 %)","49(0,04 %)","0,07 €","2,95 %","0,27 €","0,22 %","3,74",1,"58(0,06 %)","916(0,09 %)"
20160906,"256(0,12 %)","1,90 %","13.447(0,08 %)","11,49 %","1,11 %","13(0,09 %)",0:02:34,"709,56 €(0,14 %)","2,86 %","10,84 %","2,12 %","0(0,00 %)","25,36 %","66,30 %","27,29 €","942(0,12 %)","137(0,12 %)","0,60 €","2,86 %","2,77 €","0,77 %","3,9",1,"180(0,19 %)","1.175(0,11 %)"
20160905,"229(0,11 %)","1,86 %","12.345(0,08 %)","12,17 %","2,21 %","26(0,17 %)",0:02:22,"1.118,67 €(0,22 %)","3,27 %","10,56 %","3,04 %","0(0,00 %)","27,85 %","64,34 %","32,83 €","814(0,11 %)","113(0,10 %)","0,95 €","3,27 %","4,89 €","0,51 %","3,58","1,06","126(0,14 %)","1.175(0,11 %)"
20160904,"208(0,10 %)","1,80 %","11.573(0,07 %)","20,97 %","0,51 %","6(0,04 %)",0:01:39,"369,77 €(0,07 %)","2,55 %","5,76 %","1,53 %","0(0,00 %)","33,99 %","61,13 %","28,44 €","471(0,06 %)","49(0,04 %)","0,32 €","2,55 %","1,78 €","0,94 %","2,94",1,"62(0,07 %)","1.173(0,11 %)"
20160903,"189(0,09 %)","1,68 %","11.243(0,07 %)","14,29 %","0,38 %","2(0,01 %)",0:01:48,"29,87 €(0,01 %)","2,41 %","4,76 %","0,37 %","0(0,00 %)","30,54 %","67,62 %","14,93 €","255(0,03 %)","26(0,02 %)","0,06 €","2,41 %","0,16 €","1,71 %","3,27",1,"17(0,02 %)","525(0,05 %)"
20160902,"219(0,10 %)","1,68 %","13.016(0,08 %)","11,00 %","3,17 %","19(0,13 %)",0:02:21,"638,61 €(0,13 %)","2,53 %","10,25 %","4,35 %","0(0,00 %)","28,80 %","63,83 %","22,23 €","360(0,05 %)","66(0,06 %)","1,06 €","2,53 %","2,92 €","0,33 %","3,44",1,"90(0,10 %)","600(0,06 %)"
20160901,"242(0,11 %)","1,67 %","14.478(0,09 %)","11,81 %","0,77 %","6(0,04 %)",0:02:25,"250,08 €(0,05 %)","3,22 %","10,73 %","1,07 %","0(0,00 %)","28,10 %","64,31 %","27,79 €","567(0,07 %)","109(0,10 %)","0,32 €","3,22 %","1,03 €","0,51 %","3,54",1,"54(0,06 %)","779(0,07 %)"
20160831,"285(0,13 %)","1,69 %","16.895(0,11 %)","11,25 %","1,93 %","19(0,13 %)",0:02:43,"717,91 €(0,14 %)","2,70 %","7,99 %","2,63 %","0(0,00 %)","26,91 %","63,73 %","23,93 €","662(0,09 %)","86(0,08 %)","0,73 €","2,70 %","2,52 €","1,32 %","3,72","1,15","77(0,08 %)","987(0,09 %)"
20160830,"261(0,12 %)","1,96 %","13.300(0,08 %)","8,53 %","2,60 %","32(0,21 %)",0:02:42,"1.282,01 €(0,26 %)","2,88 %","10,00 %","3,69 %","2(1,65 %)","25,69 %","67,51 %","27,28 €","912(0,12 %)","143(0,13 %)","1,04 €","2,88 %","4,91 €","0,32 %","3,86","1,04","109(0,12 %)","1.231(0,12 %)"
20160829,"242(0,11 %)","1,88 %","12.849(0,08 %)","12,93 %","1,38 %","19(0,13 %)",0:02:51,"851,54 €(0,17 %)","3,55 %","10,70 %","1,92 %","0(0,00 %)","24,41 %","63,76 %","28,03 €","1.058(0,14 %)","163(0,15 %)","0,62 €","3,55 %","3,52 €","1,53 %","4,06","1,07","111(0,12 %)","1.377(0,13 %)"
20160828,"180(0,08 %)","1,95 %","9.211(0,06 %)","12,60 %","1,18 %","9(0,06 %)",0:02:22,"277,70 €(0,06 %)","2,78 %","8,63 %","1,25 %","0(0,00 %)","28,01 %","57,35 %","21,36 €","484(0,06 %)","92(0,08 %)","0,36 €","2,78 %","1,54 €","0,79 %","3,56",1,"64(0,07 %)","762(0,07 %)"
20160827,"135(0,06 %)","1,87 %","7.227(0,05 %)","8,27 %","1,10 %","6(0,04 %)",0:02:00,"273,63 €(0,06 %)","2,42 %","5,21 %","1,56 %","0(0,00 %)","29,47 %","61,76 %","30,40 €","323(0,04 %)","34(0,03 %)","0,50 €","2,42 %","2,03 €","0,37 %","3,38",1,"11(0,01 %)","544(0,05 %)"
20160826,"154(0,07 %)","1,86 %","8.274(0,05 %)","14,23 %","1,24 %","9(0,06 %)",0:02:01,"372,90 €(0,07 %)","3,12 %","8,42 %","1,97 %","0(0,00 %)","29,01 %","60,36 %","24,43 €","503(0,07 %)","64(0,06 %)","0,52 €","3,12 %","2,42 €","0,00 %","3,4",1,"88(0,09 %)","724(0,07 %)"
20160825,"155(0,07 %)","1,81 %","8.547(0,05 %)","11,11 %","0,24 %","2(0,01 %)",0:02:06,"59,97 €(0,01 %)","2,37 %","9,89 %","0,29 %","0(0,00 %)","31,40 %","72,10 %","29,99 €","471(0,06 %)","94(0,08 %)","0,07 €","2,37 %","0,39 €","0,24 %","3,16",1,"24(0,03 %)","846(0,08 %)"
20160824,"157(0,07 %)","2,02 %","7.791(0,05 %)","8,88 %","0,95 %","9(0,06 %)",0:02:46,"309,82 €(0,06 %)","2,72 %","7,20 %","1,51 %","0(0,00 %)","27,65 %","71,78 %","23,34 €","653(0,08 %)","66(0,06 %)","0,33 €","2,72 %","1,97 €","0,42 %","3,6",1,"45(0,05 %)","946(0,09 %)"
20160823,"108(0,05 %)","2,04 %","5.291(0,03 %)","11,11 %","1,02 %","9(0,06 %)",0:01:58,"358,85 €(0,07 %)","2,99 %","6,83 %","2,28 %","0(0,00 %)","30,21 %","67,23 %","21,11 €","570(0,07 %)","51(0,05 %)","0,41 €","2,99 %","3,32 €","0,23 %","3,25",1,"45(0,05 %)","882(0,08 %)"
20160822,"105(0,05 %)","2,11 %","4.985(0,03 %)","11,13 %","3,29 %","21(0,14 %)",0:02:58,"888,50 €(0,18 %)","3,34 %","10,10 %","3,84 %","0(0,00 %)","24,60 %","60,34 %","24,68 €","546(0,07 %)","96(0,09 %)","1,39 €","3,34 %","8,46 €","0,63 %","4,06","1,2","107(0,12 %)","638(0,06 %)"
20160821,"66(0,03 %)","1,54 %","4.297(0,03 %)","14,94 %","1,30 %","6(0,04 %)",0:02:38,"320,74 €(0,06 %)","2,92 %","7,03 %","1,76 %","0(0,00 %)","28,21 %","45,02 %","35,64 €","308(0,04 %)","36(0,03 %)","0,69 €","2,92 %","4,86 €","1,30 %","3,55",1,"28(0,03 %)","462(0,04 %)"
20160820,"76(0,04 %)","2,20 %","3.447(0,02 %)","29,96 %","0,78 %","2(0,01 %)",0:01:23,"59,97 €(0,01 %)","2,11 %","4,57 %","1,02 %","0(0,00 %)","39,48 %","64,20 %","35,27 €","77(0,01 %)","9(0,01 %)","0,23 €","2,11 %","0,79 €","0,00 %","2,53",1,"13(0,01 %)","257(0,02 %)"
20160819,"66(0,03 %)","1,84 %","3.579(0,02 %)","17,67 %","1,26 %","4(0,03 %)",0:02:58,"105,47 €(0,02 %)","2,96 %","11,11 %","1,71 %","0(0,00 %)","28,87 %","64,98 %","17,58 €","218(0,03 %)","51(0,05 %)","0,33 €","2,96 %","1,60 €","0,00 %","3,46",1,"19(0,02 %)","317(0,03 %)"
20160818,"40(0,02 %)","1,32 %","3.037(0,02 %)","12,53 %","1,82 %","9(0,06 %)",0:02:22,"290,44 €(0,06 %)","2,39 %","7,44 %","3,72 %","0(0,00 %)","28,72 %","70,51 %","19,36 €","276(0,04 %)","30(0,03 %)","0,59 €","2,39 %","7,26 €","0,40 %","3,45",1,"32(0,03 %)","495(0,05 %)"
20160817,"40(0,02 %)","1,12 %","3.567(0,02 %)","14,56 %","0,63 %","4(0,03 %)",0:02:34,"277,92 €(0,06 %)","3,13 %","10,59 %","1,76 %","0(0,00 %)","26,82 %","67,09 %","30,88 €","428(0,06 %)","54(0,05 %)","0,44 €","3,13 %","6,95 €","0,00 %","3,71",1,"49(0,05 %)","632(0,06 %)"
20160816,"16(0,01 %)","0,88 %","1.822(0,01 %)","17,75 %","0,39 %","2(0,01 %)",0:02:14,"70,55 €(0,01 %)","2,89 %","4,98 %","0,47 %","4(3,31 %)","28,10 %","60,36 %","35,27 €","334(0,04 %)","21(0,02 %)","0,14 €","2,89 %","4,41 €","0,00 %","3,53",1,"15(0,02 %)","507(0,05 %)"
20160815,"2(0,00 %)","0,18 %","1.106(0,01 %)","20,56 %","0,00 %","0(0,00 %)",0:02:06,"0,00 €(0,00 %)","2,65 %","7,39 %","0,00 %","0(0,00 %)","26,73 %","57,29 %","0,00 €","328(0,04 %)","32(0,03 %)","0,00 €","2,65 %","0,00 €","1,20 %","3,73",0,"34(0,04 %)","501(0,05 %)"
20160814,"5(0,00 %)","0,51 %","987(0,01 %)","17,58 %","0,00 %","0(0,00 %)",0:03:50,"0,00 €(0,00 %)","3,73 %","17,00 %","0,00 %","0(0,00 %)","21,61 %","65,93 %","0,00 €","203(0,03 %)","49(0,04 %)","0,00 €","3,73 %","0,00 €","2,20 %","4,58",0,"6(0,01 %)","182(0,02 %)"
20160813,"3(0,00 %)","0,32 %","944(0,01 %)","20,22 %","0,00 %","0(0,00 %)",0:02:03,"0,00 €(0,00 %)","2,02 %","9,22 %","0,00 %","0(0,00 %)","37,79 %","67,42 %","0,00 €","77(0,01 %)","13(0,01 %)","0,00 €","2,02 %","0,00 €","0,00 %","2,65",0,"0(0,00 %)","178(0,02 %)"
20160812,"7(0,00 %)","0,62 %","1.138(0,01 %)","15,38 %","1,03 %","2(0,01 %)",0:02:06,"70,55 €(0,01 %)","2,23 %","12,28 %","1,17 %","0(0,00 %)","29,77 %","70,26 %","35,27 €","90(0,01 %)","21(0,02 %)","0,36 €","2,23 %","10,08 €","2,05 %","3,36",1,"11(0,01 %)","195(0,02 %)"
20160811,"9(0,00 %)","0,75 %","1.201(0,01 %)","18,75 %","1,47 %","4(0,03 %)",0:03:03,"111,12 €(0,02 %)","2,74 %","12,50 %","1,67 %","0(0,00 %)","27,36 %","58,09 %","27,78 €","180(0,02 %)","39(0,04 %)","0,41 €","2,74 %","12,35 €","0,00 %","3,63",1,"17(0,02 %)","272(0,03 %)"
20160810,"6(0,00 %)","0,41 %","1.450(0,01 %)","12,72 %","1,18 %","4(0,03 %)",0:02:11,"66,16 €(0,01 %)","2,94 %","10,46 %","1,31 %","0(0,00 %)","29,77 %","57,10 %","14,93 €","210(0,03 %)","36(0,03 %)","0,20 €","2,94 %","11,03 €","0,00 %","3,32",1,"15(0,02 %)","338(0,03 %)"
20160809,"6(0,00 %)","0,37 %","1.621(0,01 %)","13,49 %","2,08 %","6(0,04 %)",0:02:35,"149,24 €(0,03 %)","3,04 %","15,93 %","3,05 %","0(0,00 %)","29,02 %","63,67 %","10,99 €","197(0,03 %)","56(0,05 %)","0,52 €","3,04 %","24,87 €","0,00 %","3,42","1,44","19(0,02 %)","289(0,03 %)"
20160808,"7(0,00 %)","0,47 %","1.502(0,01 %)","15,09 %","1,40 %","4(0,03 %)",0:02:17,"157,29 €(0,03 %)","2,70 %","10,31 %","2,06 %","0(0,00 %)","27,88 %","56,49 %","26,21 €","195(0,03 %)","30(0,03 %)","0,55 €","2,70 %","22,47 €","1,40 %","3,56",1,"30(0,03 %)","285(0,03 %)"
20160807,"8(0,00 %)","0,64 %","1.249(0,01 %)","13,04 %","0,00 %","0(0,00 %)",0:01:43,"0,00 €(0,00 %)","2,70 %","3,73 %","0,00 %","0(0,00 %)","32,92 %","68,48 %","0,00 €","81(0,01 %)","6(0,01 %)","0,00 €","2,70 %","0,00 €","1,09 %","3,04",0,"2(0,00 %)","184(0,02 %)"
20160806,"4(0,00 %)","0,38 %","1.060(0,01 %)","27,13 %","0,00 %","0(0,00 %)",0:01:21,"0,00 €(0,00 %)","2,88 %","4,44 %","0,00 %","0(0,00 %)","34,87 %","54,79 %","0,00 €","77(0,01 %)","6(0,01 %)","0,00 €","2,88 %","0,00 €","0,00 %","2,78",0,"2(0,00 %)","188(0,02 %)"
20160805,"7(0,00 %)","0,55 %","1.267(0,01 %)","14,10 %","1,76 %","4(0,03 %)",0:01:56,"93,07 €(0,02 %)","2,30 %","10,80 %","3,41 %","0(0,00 %)","30,82 %","56,39 %","17,79 €","94(0,01 %)","21(0,02 %)","0,41 €","2,30 %","13,30 €","1,76 %","3,22",1,"75(0,08 %)","227(0,02 %)"
20160804,"6(0,00 %)","0,41 %","1.470(0,01 %)","17,78 %","0,56 %","2(0,01 %)",0:03:29,"140,07 €(0,03 %)","2,66 %","13,31 %","2,79 %","0(0,00 %)","25,95 %","60,00 %","17,08 €","270(0,03 %)","45(0,04 %)","0,39 €","2,66 %","23,35 €","1,67 %","3,8",1,"41(0,04 %)","360(0,03 %)"
20160803,"10(0,00 %)","0,73 %","1.363(0,01 %)","15,63 %","0,96 %","6(0,04 %)",0:02:52,"302,56 €(0,06 %)","2,61 %","18,46 %","2,82 %","0(0,00 %)","22,79 %","75,76 %","24,50 €","439(0,06 %)","103(0,09 %)","0,48 €","2,61 %","30,26 €","0,32 %","4,37",1,"135(0,15 %)","627(0,06 %)"
20160802,"6(0,00 %)","0,48 %","1.240(0,01 %)","14,72 %","0,96 %","6(0,04 %)",0:02:39,"171,33 €(0,03 %)","2,33 %","19,95 %","2,04 %","0(0,00 %)","24,49 %","63,04 %","20,65 €","405(0,05 %)","103(0,09 %)","0,27 €","2,33 %","28,56 €","0,32 %","4,07",1,"73(0,08 %)","625(0,06 %)"
20160801,"9(0,00 %)","0,73 %","1.241(0,01 %)","10,68 %","0,57 %","4(0,03 %)",0:02:35,"152,53 €(0,03 %)","3,02 %","17,31 %","1,34 %","0(0,00 %)","21,57 %","53,42 %","21,13 €","638(0,08 %)","118(0,11 %)","0,22 €","3,02 %","16,95 €","0,28 %","4,58",1,"116(0,13 %)","702(0,07 %)"
20160731,"7(0,00 %)","0,70 %","999(0,01 %)","18,09 %","1,06 %","2(0,01 %)",0:03:22,"115,28 €(0,02 %)","3,50 %","20,34 %","3,73 %","0(0,00 %)","18,49 %","60,11 %","23,62 €","203(0,03 %)","71(0,06 %)","0,61 €","3,50 %","16,47 €","0,00 %","5,41",1,"223(0,24 %)","188(0,02 %)"
20160730,"5(0,00 %)","0,58 %","864(0,01 %)","11,80 %","0,00 %","0(0,00 %)",0:01:52,"0,00 €(0,00 %)","2,68 %","8,57 %","0,00 %","0(0,00 %)","30,55 %","63,98 %","0,00 €","92(0,01 %)","9(0,01 %)","0,00 €","2,68 %","0,00 €","0,00 %","3,27",0,"15(0,02 %)","161(0,02 %)"
20160729,"5(0,00 %)","0,49 %","1.019(0,01 %)","18,58 %","2,37 %","6(0,04 %)",0:02:37,"219,16 €(0,04 %)","2,48 %","14,13 %","7,07 %","0(0,00 %)","26,27 %","63,64 %","20,87 €","141(0,02 %)","26(0,02 %)","0,87 €","2,48 %","43,83 €","0,79 %","3,73",1,"54(0,06 %)","253(0,02 %)"
20160728,"9(0,00 %)","0,86 %","1.043(0,01 %)","15,65 %","0,91 %","4(0,03 %)",0:03:12,"100,78 €(0,02 %)","2,58 %","15,98 %","1,55 %","0(0,00 %)","23,41 %","57,82 %","19,22 €","313(0,04 %)","69(0,06 %)","0,23 €","2,58 %","11,20 €","0,00 %","4,21",1,"64(0,07 %)","441(0,04 %)"
20160727,"3(0,00 %)","0,23 %","1.282(0,01 %)","13,00 %","0,30 %","2(0,01 %)",0:03:06,"154,52 €(0,03 %)","2,71 %","19,37 %","1,51 %","0(0,00 %)","19,90 %","51,55 %","15,13 €","689(0,09 %)","148(0,13 %)","0,23 €","2,71 %","51,51 €","0,59 %","4,99",1,"248(0,27 %)","677(0,06 %)"
20160726,"26(0,01 %)","1,16 %","2.236(0,01 %)","8,94 %","0,92 %","6(0,04 %)",0:03:34,"137,46 €(0,03 %)","2,81 %","19,40 %","1,29 %","0(0,00 %)","20,25 %","46,53 %","17,70 €","634(0,08 %)","133(0,12 %)","0,21 €","2,81 %","5,29 €","1,69 %","4,92",1,"146(0,16 %)","649(0,06 %)"
20160725,"103(0,05 %)","1,81 %","5.706(0,04 %)","15,58 %","1,45 %","4(0,03 %)",0:01:59,"251,90 €(0,05 %)","1,95 %","11,76 %","5,51 %","0(0,00 %)","31,82 %","61,23 %","16,79 €","88(0,01 %)","32(0,03 %)","0,91 €","1,95 %","2,45 €","1,45 %","3,12",1,"26(0,03 %)","276(0,03 %)"
20160724,"119(0,06 %)","1,77 %","6.734(0,04 %)","11,03 %","0,00 %","0(0,00 %)",0:02:15,"0,00 €(0,00 %)","2,62 %","5,72 %","0,00 %","0(0,00 %)","30,09 %","62,87 %","0,00 €","152(0,02 %)","19(0,02 %)","0,00 €","2,62 %","0,00 €","1,47 %","3,32",0,"9(0,01 %)","272(0,03 %)"
20160723,"121(0,06 %)","2,07 %","5.838(0,04 %)","8,37 %","1,59 %","4(0,03 %)",0:02:54,"90,74 €(0,02 %)","2,72 %","10,98 %","1,83 %","0(0,00 %)","27,52 %","58,96 %","15,12 €","150(0,02 %)","69(0,06 %)","0,36 €","2,72 %","0,75 €","0,00 %","3,59",1,"39(0,04 %)","251(0,02 %)"
20160722,"130(0,06 %)","2,12 %","6.126(0,04 %)","12,64 %","1,35 %","6(0,04 %)",0:02:10,"212,42 €(0,04 %)","2,67 %","9,38 %","2,71 %","0(0,00 %)","27,62 %","66,14 %","16,34 €","308(0,04 %)","45(0,04 %)","0,48 €","2,67 %","1,63 €","0,45 %","3,62",1,"51(0,06 %)","443(0,04 %)"
20160721,"148(0,07 %)","1,55 %","9.554(0,06 %)","9,98 %","2,42 %","15(0,10 %)",0:02:43,"484,73 €(0,10 %)","2,80 %","13,89 %","4,85 %","0(0,00 %)","23,72 %","61,67 %","16,16 €","501(0,06 %)","86(0,08 %)","0,78 €","2,80 %","3,28 €","0,00 %","4,15",1,"94(0,10 %)","621(0,06 %)"
20160720,"146(0,07 %)","1,80 %","8.109(0,05 %)","14,21 %","0,28 %","2(0,01 %)",0:02:18,"32,67 €(0,01 %)","3,03 %","5,56 %","0,26 %","6(4,96 %)","25,03 %","63,57 %","16,34 €","572(0,07 %)","43(0,04 %)","0,05 €","3,03 %","0,22 €","0,28 %","3,95",1,"28(0,03 %)","711(0,07 %)"
20160719,"149(0,07 %)","2,08 %","7.178(0,04 %)","12,30 %","2,20 %","15(0,10 %)",0:02:38,"355,68 €(0,07 %)","2,79 %","8,26 %","3,35 %","0(0,00 %)","23,35 %","61,79 %","13,68 €","546(0,07 %)","64(0,06 %)","0,52 €","2,79 %","2,39 €","0,59 %","4,24",1,"77(0,08 %)","683(0,07 %)"
20160718,"139(0,07 %)","1,90 %","7.323(0,05 %)","10,78 %","2,34 %","15(0,10 %)",0:02:13,"512,73 €(0,10 %)","2,65 %","10,53 %","5,43 %","0(0,00 %)","26,38 %","64,53 %","14,06 €","439(0,06 %)","73(0,07 %)","0,80 €","2,65 %","3,69 €","0,62 %","3,77","1,12","116(0,13 %)","640(0,06 %)"
20160717,"131(0,06 %)","2,01 %","6.528(0,04 %)","16,96 %","0,00 %","0(0,00 %)",0:01:53,"0,00 €(0,00 %)","2,44 %","4,50 %","0,00 %","0(0,00 %)","36,71 %","68,86 %","0,00 €","116(0,02 %)","13(0,01 %)","0,00 €","2,44 %","0,00 €","1,38 %","2,67",0,"13(0,01 %)","289(0,03 %)"
20160716,"103(0,05 %)","1,96 %","5.249(0,03 %)","14,10 %","2,64 %","6(0,04 %)",0:02:42,"141,61 €(0,03 %)","3,03 %","18,73 %","3,59 %","0(0,00 %)","30,65 %","58,59 %","15,73 €","107(0,01 %)","47(0,04 %)","0,62 €","3,03 %","1,37 €","0,00 %","3,23",1,"45(0,05 %)","227(0,02 %)"
20160715,"109(0,05 %)","2,05 %","5.330(0,03 %)","18,64 %","1,05 %","4(0,03 %)",0:01:47,"178,55 €(0,04 %)","3,27 %","15,21 %","3,10 %","0(0,00 %)","30,83 %","63,52 %","6,38 €","214(0,03 %)","98(0,09 %)","0,47 €","3,27 %","1,64 €","0,00 %","3,21","2,55","39(0,04 %)","381(0,04 %)"
20160714,"53(0,02 %)","2,47 %","2.148(0,01 %)","11,67 %","1,17 %","6(0,04 %)",0:03:08,"306,89 €(0,06 %)","3,17 %","11,43 %","3,47 %","0(0,00 %)","24,40 %","65,37 %","18,05 €","445(0,06 %)","56(0,05 %)","0,60 €","3,17 %","5,79 €","0,00 %","4,08",1,"103(0,11 %)","514(0,05 %)"
20160713,"63(0,03 %)","2,68 %","2.354(0,01 %)","13,55 %","0,93 %","4(0,03 %)",0:03:11,"61,71 €(0,01 %)","2,69 %","10,37 %","1,15 %","0(0,00 %)","27,99 %","60,98 %","15,43 €","268(0,03 %)","36(0,03 %)","0,14 €","2,69 %","0,98 €","0,00 %","3,57",1,"11(0,01 %)","428(0,04 %)"
20160712,"61(0,03 %)","3,78 %","1.613(0,01 %)","16,36 %","1,58 %","6(0,04 %)",0:03:11,"226,12 €(0,05 %)","3,22 %","19,71 %","2,68 %","0(0,00 %)","22,85 %","56,99 %","16,90 €","298(0,04 %)","88(0,08 %)","0,60 €","3,22 %","3,71 €","1,06 %","4,38","1,18","255(0,28 %)","379(0,04 %)"
20160711,"27(0,01 %)","2,85 %","949(0,01 %)","17,23 %","3,78 %","9(0,06 %)",0:03:09,"247,19 €(0,05 %)","2,96 %","15,07 %","5,51 %","0(0,00 %)","23,77 %","50,42 %","13,01 €","188(0,02 %)","45(0,04 %)","1,04 €","2,96 %","9,16 €","0,00 %","4,17","1,27","30(0,03 %)","238(0,02 %)"
20160710,"32(0,02 %)","2,43 %","1.318(0,01 %)","12,86 %","2,62 %","11(0,07 %)",0:02:50,"297,81 €(0,06 %)","3,52 %","20,00 %","3,90 %","0(0,00 %)","25,43 %","49,05 %","19,72 €","317(0,04 %)","79(0,07 %)","0,71 €","3,52 %","9,31 €","0,48 %","3,91","1,13","94(0,10 %)","420(0,04 %)"
20160709,"15(0,01 %)","1,42 %","1.056(0,01 %)","12,88 %","0,00 %","0(0,00 %)",0:02:17,"0,00 €(0,00 %)","2,10 %","10,48 %","0,00 %","0(0,00 %)","26,90 %","71,17 %","0,00 €","90(0,01 %)","15(0,01 %)","0,00 €","2,10 %","0,00 €","0,00 %","3,72",0,"6(0,01 %)","163(0,02 %)"
20160708,"22(0,01 %)","1,50 %","1.465(0,01 %)","9,59 %","1,22 %","6(0,04 %)",0:01:42,"185,74 €(0,04 %)","4,52 %","10,29 %","2,37 %","0(0,00 %)","29,44 %","73,47 %","16,30 €","323(0,04 %)","41(0,04 %)","0,38 €","4,52 %","8,44 €","0,41 %","3,37","1,22","24(0,03 %)","490(0,05 %)"
20160707,"48(0,02 %)","1,81 %","2.655(0,02 %)","9,77 %","0,00 %","0(0,00 %)",0:01:28,"0,00 €(0,00 %)","3,90 %","3,87 %","0,00 %","0(0,00 %)","32,48 %","66,59 %","0,00 €","518(0,07 %)","21(0,02 %)","0,00 €","3,90 %","0,00 €","0,22 %","3,07",0,"4(0,00 %)","901(0,09 %)"
